wave_bill_id,invoice_date,vendor,invoice_number,bill_total_cents,allocation_total_cents,ap_line_cents,journal_entry_id,status
461,2024-11-02,Pharmasave - Bill,,1198,1198,1198,WAVE_BILL_ACCRUAL_461,posted
463,2024-11-07,Capital Foods - Bill 2592351,2592351,191217,191217,191217,WAVE_BILL_ACCRUAL_463,posted
464,2024-11-07,Christmas Discounters - Bill,,6203,6203,6203,WAVE_BILL_ACCRUAL_464,posted
465,2024-11-07,GFS - Bill 9015983805,9015983805,137572,137572,137572,WAVE_BILL_ACCRUAL_465,posted
466,2024-11-08,Atlantic Superstore - Bill,,57059,57059,57059,WAVE_BILL_ACCRUAL_466,posted
467,2024-11-09,Running Man Grocery - Bill,,3399,3399,3399,WAVE_BILL_ACCRUAL_467,posted
468,2024-11-09,Pharmasave - Bill,,10112,10112,10112,WAVE_BILL_ACCRUAL_468,posted
469,2024-11-09,Atlantic Superstore - Bill,,27908,27908,27908,WAVE_BILL_ACCRUAL_469,posted
470,2024-11-10,Canadian Tire - Bill,,10626,10626,10626,WAVE_BILL_ACCRUAL_470,posted
471,2024-11-11,GFS - Bill 9016122014,9016122014,6397,6397,6397,WAVE_BILL_ACCRUAL_471,posted
472,2024-11-11,GFS - Bill 9016098857,9016098857,79374,79374,79374,WAVE_BILL_ACCRUAL_472,posted
713,2024-11-11,Pharmasave - Bill,PHARMASAVE-RECEIPT-20241111,3144,3144,3144,WAVE_BILL_ACCRUAL_713,posted
473,2024-11-12,Shopify - Bill,,55087,55087,55087,WAVE_BILL_ACCRUAL_473,posted
474,2024-11-12,Pepsico - Bill 79054353,79054353,76633,76633,76633,WAVE_BILL_ACCRUAL_474,posted
714,2024-11-12,Fuel - Receipt,FUEL-RECEIPT-20241112,3011,3011,3011,WAVE_BILL_ACCRUAL_714,posted
475,2024-11-13,Capital Foods - Bill 2593157,2593157,37978,37978,37978,WAVE_BILL_ACCRUAL_475,posted
476,2024-11-13,Irving - Bill,,10498,10498,10498,WAVE_BILL_ACCRUAL_476,posted
477,2024-11-13,Costco - Bill,,178776,178776,178776,WAVE_BILL_ACCRUAL_477,posted
478,2024-11-13,Wholesale Club - Bill,,109096,109096,109096,WAVE_BILL_ACCRUAL_478,posted
479,2024-11-14,GFS - Bill 9016230977,9016230977,92656,92656,92656,WAVE_BILL_ACCRUAL_479,posted
480,2024-11-15,Freightcom - Bill,,8984,8984,8984,WAVE_BILL_ACCRUAL_480,posted
481,2024-11-16,Pharmasave - Bill,,11773,11773,11773,WAVE_BILL_ACCRUAL_481,posted
482,2024-11-18,Costco - Bill,,25176,25176,25176,WAVE_BILL_ACCRUAL_482,posted
483,2024-11-21,UPS - Bill,,6288,6288,6288,WAVE_BILL_ACCRUAL_483,posted
484,2024-11-21,GFS - Bill 9016490855,9016490855,99331,99331,99331,WAVE_BILL_ACCRUAL_484,posted
485,2024-11-22,GFS - Bill 9016564992,9016564992,20020,20020,20020,WAVE_BILL_ACCRUAL_485,posted
486,2024-11-22,Costco - Bill,,65474,65474,65474,WAVE_BILL_ACCRUAL_486,posted
487,2024-11-22,Walmart - Bill,,1262,1262,1262,WAVE_BILL_ACCRUAL_487,posted
488,2024-11-22,Costco - Bill,,2466,2466,2466,WAVE_BILL_ACCRUAL_488,posted
489,2024-11-22,Esso - Bill,,3002,3002,3002,WAVE_BILL_ACCRUAL_489,posted
490,2024-11-23,Walmart - Bill,,17886,17886,17886,WAVE_BILL_ACCRUAL_490,posted
491,2024-11-23,Pharmasave - Bill,,1678,1678,1678,WAVE_BILL_ACCRUAL_491,posted
492,2024-11-24,Walmart - Bill,,21846,21846,21846,WAVE_BILL_ACCRUAL_492,posted
493,2024-11-24,Dollarama - Bill,,34485,34485,34485,WAVE_BILL_ACCRUAL_493,posted
494,2024-11-24,Sobeys - Bill,,2476,2476,2476,WAVE_BILL_ACCRUAL_494,posted
495,2024-11-24,Costco - Bill,,11695,11695,11695,WAVE_BILL_ACCRUAL_495,posted
734,2024-11-25,Underground Graffix - Stickers,STICKERS-001,2069,2069,2069,WAVE_BILL_ACCRUAL_734,posted
496,2024-11-26,Irving - Bill,,6498,6498,6498,WAVE_BILL_ACCRUAL_496,posted
497,2024-11-28,GFS - Bill 9016753711,9016753711,127504,127504,127504,WAVE_BILL_ACCRUAL_497,posted
498,2024-11-29,Pharmasave - Bill,,4968,4968,4968,WAVE_BILL_ACCRUAL_498,posted
499,2024-11-29,Costco - Bill,,36859,36859,36859,WAVE_BILL_ACCRUAL_499,posted
500,2024-11-29,Atlantic Superstore - Bill,,25812,25812,25812,WAVE_BILL_ACCRUAL_500,posted
501,2024-12-01,Town of Amherst - Bill,,88000,88000,88000,WAVE_BILL_ACCRUAL_501,posted
502,2024-12-01,Amazon - Bill,,4074,4074,4074,WAVE_BILL_ACCRUAL_502,posted
503,2024-12-01,Temu - Bill,,4296,4296,4296,WAVE_BILL_ACCRUAL_503,posted
504,2024-12-01,Temu - Bill,,3889,3889,3889,WAVE_BILL_ACCRUAL_504,posted
505,2024-12-01,Temu - Bill,,8011,8011,8011,WAVE_BILL_ACCRUAL_505,posted
506,2024-12-02,Curly's Sports and Supplements - Bill,,13150,13150,13150,WAVE_BILL_ACCRUAL_506,posted
507,2024-12-03,Curly's Sports and Supplements - Bill,,65205,65205,65205,WAVE_BILL_ACCRUAL_507,posted
508,2024-12-04,Esso - Bill,,6000,6000,6000,WAVE_BILL_ACCRUAL_508,posted
509,2024-12-04,Sysco - Bill,,8065,8065,8065,WAVE_BILL_ACCRUAL_509,posted
510,2024-12-04,Capital Foods - Bill 2596503,2596503,14873,14873,14873,WAVE_BILL_ACCRUAL_510,posted
511,2024-12-04,Atlantic Superstore - Bill,,28348,28348,28348,WAVE_BILL_ACCRUAL_511,posted
512,2024-12-04,Costco - Bill,,81221,81221,81221,WAVE_BILL_ACCRUAL_512,posted
513,2024-12-04,Mobil Gas - Bill,,12034,12034,12034,WAVE_BILL_ACCRUAL_513,posted
514,2024-12-05,Lil' Ems - Bill,,9200,9200,9200,WAVE_BILL_ACCRUAL_514,posted
515,2024-12-05,Pharmasave - Bill,,7579,7579,7579,WAVE_BILL_ACCRUAL_515,posted
516,2024-12-05,Walmart - Bill,,1608,1608,1608,WAVE_BILL_ACCRUAL_516,posted
517,2024-12-05,GFS - Bill 9016950083,9016950083,155471,155471,155471,WAVE_BILL_ACCRUAL_517,posted
518,2024-12-06,GFS - Bill 9017022468,9017022468,53092,53092,53092,WAVE_BILL_ACCRUAL_518,posted
519,2024-12-07,Atlantic Superstore - Bill,,27981,27981,27981,WAVE_BILL_ACCRUAL_519,posted
521,2024-12-09,GFS - Bill 9017091772,9017091772,21962,21962,21962,WAVE_BILL_ACCRUAL_521,posted
522,2024-12-09,Pharmasave - Bill,,3144,3144,3144,WAVE_BILL_ACCRUAL_522,posted
523,2024-12-11,Circle K - Bill,,13287,13287,13287,WAVE_BILL_ACCRUAL_523,posted
524,2024-12-11,Atlantic Superstore - Bill,,68884,68884,68884,WAVE_BILL_ACCRUAL_524,posted
708,2024-12-11,Capital Foods - Credit Memo 2597723,2597723,-4812,-4812,-4812,WAVE_BILL_ACCRUAL_708,posted
525,2024-12-12,Curly's Sports and Supplements - Bill,,18285,18285,18285,WAVE_BILL_ACCRUAL_525,posted
526,2024-12-12,Esso - Bill,,6209,6209,6209,WAVE_BILL_ACCRUAL_526,posted
527,2024-12-12,C.E. Harrison Home Hardware - Bill,,3051,3051,3051,WAVE_BILL_ACCRUAL_527,posted
528,2024-12-12,C.E. Harrison Home Hardware - Bill,,4365,4365,4365,WAVE_BILL_ACCRUAL_528,posted
529,2024-12-13,GFS - Bill 9017258411,9017258411,94431,94431,94431,WAVE_BILL_ACCRUAL_529,posted
530,2024-12-13,Shell Gas - Bill,,7748,7748,7748,WAVE_BILL_ACCRUAL_530,posted
531,2024-12-13,Stacked - Bill,,2124,2124,2124,WAVE_BILL_ACCRUAL_531,posted
532,2024-12-13,Costco - Bill,,215203,215203,215203,WAVE_BILL_ACCRUAL_532,posted
735,2024-12-13,Capital Foods - Bill 2598264,2598264,82006,82006,82006,WAVE_BILL_ACCRUAL_735,posted
533,2024-12-14,Pharmasave - Bill,,8335,8335,8335,WAVE_BILL_ACCRUAL_533,posted
534,2024-12-16,Esso - Bill,,6000,6000,6000,WAVE_BILL_ACCRUAL_534,posted
728,2024-12-16,U9 Dev Hockey - Donation,U9-DONATION-001,20000,20000,20000,WAVE_BILL_ACCRUAL_728,posted
535,2024-12-17,Canadian Tire - Bill,,1724,1724,1724,WAVE_BILL_ACCRUAL_535,posted
536,2024-12-17,Costco - Bill,,33091,33091,33091,WAVE_BILL_ACCRUAL_536,posted
537,2024-12-17,FloHockey - Bill,,23446,23446,23446,WAVE_BILL_ACCRUAL_537,posted
538,2024-12-19,Atlantic Superstore - Bill,,40000,40000,40000,WAVE_BILL_ACCRUAL_538,posted
539,2024-12-19,Capital Foods - Bill 2599082,2599082,162525,162525,162525,WAVE_BILL_ACCRUAL_539,posted
540,2024-12-20,GFS - Bill 9017524422,9017524422,46643,46643,46643,WAVE_BILL_ACCRUAL_540,posted
743,2024-12-20,Bowling Alley - Christmas Party,XMAS-PARTY-2024,23000,23000,23000,WAVE_BILL_ACCRUAL_743,posted
779,2024-12-20,Costco - Bill (Manual),COSTCO-MANUAL-2024-12-20,40000,40000,40000,WAVE_BILL_ACCRUAL_779,posted
542,2024-12-31,CIBC - Bill q234 fees,,58500,58500,58500,WAVE_BILL_ACCRUAL_542,posted
543,2024-12-31,Shopify - Bill,,41283,41283,41283,WAVE_BILL_ACCRUAL_543,posted
545,2024-12-31,Pharmasave - Bill,,6395,6395,6395,WAVE_BILL_ACCRUAL_545,posted
546,2024-12-31,GFS - Bill 9017785533,9017785533,36319,36319,36319,WAVE_BILL_ACCRUAL_546,posted
764,2024-12-31,Pepsico - Bill (AUTO PAD BT643),PEPSI-PAD-BT643,56013,56013,56013,WAVE_BILL_ACCRUAL_764,posted
547,2025-01-01,Town of Amherst - Bill January Rent,,88000,88000,88000,WAVE_BILL_ACCRUAL_547,posted
548,2025-01-03,GFS - Bill 9017847614,9017847614,92546,92546,92546,WAVE_BILL_ACCRUAL_548,posted
549,2025-01-03,Pharmasave - Bill,,5586,5586,5586,WAVE_BILL_ACCRUAL_549,posted
550,2025-01-04,Atlantic Superstore - Bill,,69166,69166,69166,WAVE_BILL_ACCRUAL_550,posted
551,2025-01-04,Walmart - Bill,,4816,4816,4816,WAVE_BILL_ACCRUAL_551,posted
552,2025-01-04,Walmart - Bill,,7684,7684,7684,WAVE_BILL_ACCRUAL_552,posted
553,2025-01-04,Canadian Tire - Bill,,10840,10840,10840,WAVE_BILL_ACCRUAL_553,posted
554,2025-01-06,Circle K - Bill,,4944,4944,4944,WAVE_BILL_ACCRUAL_554,posted
555,2025-01-07,Curly's Sports and Supplements - Bill,,7152,7152,7152,WAVE_BILL_ACCRUAL_555,posted
556,2025-01-09,Sysco - Bill,,15998,15998,15998,WAVE_BILL_ACCRUAL_556,posted
557,2025-01-09,Shell Gas - Bill,,12939,12939,12939,WAVE_BILL_ACCRUAL_557,posted
558,2025-01-09,Costco - Bill,,241547,241547,241547,WAVE_BILL_ACCRUAL_558,posted
559,2025-01-09,Wholesale Club - Bill,,64289,64289,64289,WAVE_BILL_ACCRUAL_559,posted
560,2025-01-09,Capital Foods - Bill 2601740,2601740,18080,18080,18080,WAVE_BILL_ACCRUAL_560,posted
561,2025-01-09,Capital Foods - Bill 2601713,2601713,64871,64871,64871,WAVE_BILL_ACCRUAL_561,posted
562,2025-01-10,GFS - Bill 9018093147,9018093147,114776,114776,114776,WAVE_BILL_ACCRUAL_562,posted
563,2025-01-10,GFS - Bill 9018118048,9018118048,44544,44544,44544,WAVE_BILL_ACCRUAL_563,posted
564,2025-01-11,Pharmasave - Bill,,9008,9008,9008,WAVE_BILL_ACCRUAL_564,posted
565,2025-01-11,Pharmasave - Bill,,3600,3600,3600,WAVE_BILL_ACCRUAL_565,posted
566,2025-01-11,Pharmasave - Bill,,12929,12929,12929,WAVE_BILL_ACCRUAL_566,posted
567,2025-01-12,Dollarama - Bill,,40710,40710,40710,WAVE_BILL_ACCRUAL_567,posted
568,2025-01-12,Atlantic Superstore - Bill,,33747,33747,33747,WAVE_BILL_ACCRUAL_568,posted
569,2025-01-12,Pharmasave - Bill,,1440,1440,1440,WAVE_BILL_ACCRUAL_569,posted
570,2025-01-13,Walmart - Bill,,2921,2921,2921,WAVE_BILL_ACCRUAL_570,posted
571,2025-01-14,Shopify - Bill,,5107,5107,5107,WAVE_BILL_ACCRUAL_571,posted
724,2025-01-15,GFS Cash - Cheese Curds,STUB-GFS-CASH-002,20000,20000,20000,WAVE_BILL_ACCRUAL_724,posted
317,2025-01-16,BFL Insurance - Bill 2025,,195100,195100,195100,WAVE_BILL_ACCRUAL_317,posted
572,2025-01-16,GFS - Bill 9018308927,9018308927,57056,57056,57056,WAVE_BILL_ACCRUAL_572,posted
573,2025-01-17,GFS - Bill 9018338730,9018338730,58861,58861,58861,WAVE_BILL_ACCRUAL_573,posted
574,2025-01-17,GFS - Bill 9018356757,9018356757,14211,14211,14211,WAVE_BILL_ACCRUAL_574,posted
575,2025-01-17,Costco - Bill,,56601,56601,56601,WAVE_BILL_ACCRUAL_575,posted
576,2025-01-17,Pharmasave - Bill,,11811,11811,11811,WAVE_BILL_ACCRUAL_576,posted
577,2025-01-17,Costco - Bill,,12189,12189,12189,WAVE_BILL_ACCRUAL_577,posted
578,2025-01-18,Atlantic Superstore - Bill,,29352,29352,29352,WAVE_BILL_ACCRUAL_578,posted
579,2025-01-18,Canadian Tire - Bill,,7691,7691,7691,WAVE_BILL_ACCRUAL_579,posted
580,2025-01-18,Pharmasave - Bill,,4218,4218,4218,WAVE_BILL_ACCRUAL_580,posted
581,2025-01-18,Dollarama - Bill,,7970,7970,7970,WAVE_BILL_ACCRUAL_581,posted
582,2025-01-18,Walmart - Bill,,2800,2800,2800,WAVE_BILL_ACCRUAL_582,posted
583,2025-01-21,Circle K - Bill,,6959,6959,6959,WAVE_BILL_ACCRUAL_583,posted
584,2025-01-24,GFS - Bill 9018587030,9018587030,69568,69568,69568,WAVE_BILL_ACCRUAL_584,posted
585,2025-01-24,GFS - Bill 9018628162,9018628162,23704,23704,23704,WAVE_BILL_ACCRUAL_585,posted
586,2025-01-24,Amazon - Bill,,3679,3679,3679,WAVE_BILL_ACCRUAL_586,posted
587,2025-01-24,Christmas Discounters - Bill,,22883,22883,22883,WAVE_BILL_ACCRUAL_587,posted
588,2025-01-24,Atlantic Superstore - Bill,,14615,14615,14615,WAVE_BILL_ACCRUAL_588,posted
590,2025-01-25,Sobeys - Bill,,9090,9090,9090,WAVE_BILL_ACCRUAL_590,posted
591,2025-01-25,Atlantic Superstore - Bill,,1640,1640,1640,WAVE_BILL_ACCRUAL_591,posted
592,2025-01-26,Walmart - Bill,,18503,18503,18503,WAVE_BILL_ACCRUAL_592,posted
593,2025-01-28,Shell Gas - Bill,,8550,8550,8550,WAVE_BILL_ACCRUAL_593,posted
594,2025-01-28,Walmart - Bill,,2101,2101,2101,WAVE_BILL_ACCRUAL_594,posted
595,2025-01-31,GFS - Bill 9018826421,9018826421,132273,132273,132273,WAVE_BILL_ACCRUAL_595,posted
740,2025-01-31,CIBC - Cash Deposit Fee,DEPOSIT-FEE-005,886,886,886,WAVE_BILL_ACCRUAL_740,posted
765,2025-01-31,Pepsico - Bill (AUTO PAD BT551),PEPSI-PAD-BT551,156771,156771,156771,WAVE_BILL_ACCRUAL_765,posted
596,2025-02-01,Amazon - Bill,,7222,7222,7222,WAVE_BILL_ACCRUAL_596,posted
597,2025-02-01,Town of Amherst - Bill,,88000,88000,88000,WAVE_BILL_ACCRUAL_597,posted
598,2025-02-02,Canadian Tire - Bill,,3902,3902,3902,WAVE_BILL_ACCRUAL_598,posted
599,2025-02-03,Capital Foods - Bill 2612382,2612382,147206,147206,147206,WAVE_BILL_ACCRUAL_599,posted
731,2025-02-03,CIBC - Bill GPFS Service Charge,CIBC-GPFS-SVC-20250203,200,200,200,WAVE_BILL_ACCRUAL_731,posted
600,2025-02-05,Pharmasave - Bill,,1169,1169,1169,WAVE_BILL_ACCRUAL_600,posted
601,2025-02-05,Pharmasave - Bill,,11904,11904,11904,WAVE_BILL_ACCRUAL_601,posted
602,2025-02-05,Shell Gas - Bill,,7942,7942,7942,WAVE_BILL_ACCRUAL_602,posted
603,2025-02-05,Costco - Bill,,231434,231434,231434,WAVE_BILL_ACCRUAL_603,posted
604,2025-02-06,Atlantic Superstore - Bill,,60167,60167,60167,WAVE_BILL_ACCRUAL_604,posted
605,2025-02-06,GFS - Bill 9019024514,9019024514,24548,24548,24548,WAVE_BILL_ACCRUAL_605,posted
606,2025-02-08,Atlantic Superstore - Bill,,32965,32965,32965,WAVE_BILL_ACCRUAL_606,posted
607,2025-02-08,Giant Tiger - Bill,,15541,15541,15541,WAVE_BILL_ACCRUAL_607,posted
608,2025-02-08,Pharmasave - Bill,,2625,2625,2625,WAVE_BILL_ACCRUAL_608,posted
609,2025-02-11,Esso - Bill,,3000,3000,3000,WAVE_BILL_ACCRUAL_609,posted
610,2025-02-12,Capital Foods - Bill 2603246,2603246,100396,100396,100396,WAVE_BILL_ACCRUAL_610,posted
611,2025-02-12,Esso - Bill,,14652,14652,14652,WAVE_BILL_ACCRUAL_611,posted
612,2025-02-12,Esso - Bill,,7365,7365,7365,WAVE_BILL_ACCRUAL_612,posted
613,2025-02-12,Costco - Bill,,439125,439125,439125,WAVE_BILL_ACCRUAL_613,posted
614,2025-02-12,Atlantic Superstore - Bill,,103368,103368,103368,WAVE_BILL_ACCRUAL_614,posted
615,2025-02-13,Capital Foods - Bill 2607146,2607146,125074,125074,125074,WAVE_BILL_ACCRUAL_615,posted
617,2025-02-13,Shopify - Bill,,5070,5070,5070,WAVE_BILL_ACCRUAL_617,posted
618,2025-02-13,Go-Mart - Bill,,5997,5997,5997,WAVE_BILL_ACCRUAL_618,posted
733,2025-02-13,GFS - Bill 9019250185,9019250185,191538,191538,191538,WAVE_BILL_ACCRUAL_733,posted
619,2025-02-14,GFS - Bill 9019304169,9019304169,20957,20957,20957,WAVE_BILL_ACCRUAL_619,posted
620,2025-02-14,Atlantic Superstore - Bill,,19324,19324,19324,WAVE_BILL_ACCRUAL_620,posted
621,2025-02-15,Atlantic Superstore - Bill,,12986,12986,12986,WAVE_BILL_ACCRUAL_621,posted
726,2025-02-15,GFS Cash - Cheese Curds,STUB-GFS-CASH-004,13000,13000,13000,WAVE_BILL_ACCRUAL_726,posted
622,2025-02-20,Pepsico - Bill,,65007,65007,65007,WAVE_BILL_ACCRUAL_622,posted
623,2025-02-20,Pharmasave - Bill,,4927,4927,4927,WAVE_BILL_ACCRUAL_623,posted
624,2025-02-21,Circle K - Bill,,6300,6300,6300,WAVE_BILL_ACCRUAL_624,posted
625,2025-02-21,GFS - Bill,,88723,88723,88723,WAVE_BILL_ACCRUAL_625,posted
775,2025-02-21,GFS,9019510794,88723,88723,88723,WAVE_BILL_ACCRUAL_775,posted
626,2025-02-22,Atlantic Superstore - Bill,,28200,28200,28200,WAVE_BILL_ACCRUAL_626,posted
628,2025-02-24,Nayax - Bill,,63228,63228,63228,WAVE_BILL_ACCRUAL_628,posted
629,2025-02-25,Costco - Bill,,195820,195820,195820,WAVE_BILL_ACCRUAL_629,posted
630,2025-02-25,UPS - Bill,,2500,2500,2500,WAVE_BILL_ACCRUAL_630,posted
631,2025-02-25,Circle K - Bill,,13089,13089,13089,WAVE_BILL_ACCRUAL_631,posted
632,2025-02-26,Walmart - Bill,,2197,2197,2197,WAVE_BILL_ACCRUAL_632,posted
633,2025-02-26,Pharmasave - Bill,,1561,1561,1561,WAVE_BILL_ACCRUAL_633,posted
634,2025-02-26,Walmart - Bill,,4766,4766,4766,WAVE_BILL_ACCRUAL_634,posted
635,2025-02-27,Curly's Sports and Supplements - Bill,,109518,109518,109518,WAVE_BILL_ACCRUAL_635,posted
636,2025-02-27,GFS - Bill,,64576,64576,64576,WAVE_BILL_ACCRUAL_636,posted
715,2025-02-27,Fuel - Receipt,FUEL-RECEIPT-20250227,5997,5997,5997,WAVE_BILL_ACCRUAL_715,posted
776,2025-02-27,GFS,9019803957,64576,64576,64576,WAVE_BILL_ACCRUAL_776,posted
627,2025-02-28,Bell - Bill,,13268,13268,13268,WAVE_BILL_ACCRUAL_627,posted
637,2025-02-28,Canadian Tire - Bill,,27224,27224,27224,WAVE_BILL_ACCRUAL_637,posted
741,2025-02-28,CIBC - Cash Deposit Fee,DEPOSIT-FEE-006,18,18,18,WAVE_BILL_ACCRUAL_741,posted
638,2025-03-06,Capital Foods - Bill 2610187,2610187,111097,111097,111097,WAVE_BILL_ACCRUAL_638,posted
639,2025-03-06,GFS - Bill 9019984354,9019984354,97193,97193,97193,WAVE_BILL_ACCRUAL_639,posted
640,2025-03-07,Circle K - Bill,,5034,5034,5034,WAVE_BILL_ACCRUAL_640,posted
641,2025-03-07,Pharmasave - Bill,,4495,4495,4495,WAVE_BILL_ACCRUAL_641,posted
642,2025-03-08,Atlantic Superstore - Bill,,30531,30531,30531,WAVE_BILL_ACCRUAL_642,posted
643,2025-03-08,Pharmasave - Bill,,6617,6617,6617,WAVE_BILL_ACCRUAL_643,posted
644,2025-03-08,Christmas Discounters - Bill,,2760,2760,2760,WAVE_BILL_ACCRUAL_644,posted
645,2025-03-08,Value Village - Bill,,2180,2180,2180,WAVE_BILL_ACCRUAL_645,posted
646,2025-03-09,Shell Gas - Bill,,12967,12967,12967,WAVE_BILL_ACCRUAL_646,posted
647,2025-03-09,Costco - Bill,,186991,186991,186991,WAVE_BILL_ACCRUAL_647,posted
648,2025-03-11,Amazon - Bill,,5862,5862,5862,WAVE_BILL_ACCRUAL_648,posted
649,2025-03-11,Amazon - Bill,,19546,19546,19546,WAVE_BILL_ACCRUAL_649,posted
650,2025-03-11,Amazon - Bill,,1954,1954,1954,WAVE_BILL_ACCRUAL_650,posted
651,2025-03-11,Amazon - Bill,,3792,3792,3792,WAVE_BILL_ACCRUAL_651,posted
652,2025-03-14,Pharmasave - Bill,,7145,7145,7145,WAVE_BILL_ACCRUAL_652,posted
653,2025-03-14,Pharmasave - Bill,,8008,8008,8008,WAVE_BILL_ACCRUAL_653,posted
654,2025-03-14,GFS - Bill 9020315231,9020315231,94764,94764,94764,WAVE_BILL_ACCRUAL_654,posted
655,2025-03-15,Shopify - Bill,,5108,5108,5108,WAVE_BILL_ACCRUAL_655,posted
656,2025-03-15,Pharmasave - Bill,,11086,11086,11086,WAVE_BILL_ACCRUAL_656,posted
725,2025-03-15,GFS Cash - Chicken,STUB-GFS-CASH-003,24000,24000,24000,WAVE_BILL_ACCRUAL_725,posted
657,2025-03-17,Canadian Tire - Bill,,12068,12068,12068,WAVE_BILL_ACCRUAL_657,posted
658,2025-03-18,Canadian Tire - Bill,,2068,2068,2068,WAVE_BILL_ACCRUAL_658,posted
659,2025-03-18,C.E. Harrison Home Hardware - Bill,,1264,1264,1264,WAVE_BILL_ACCRUAL_659,posted
660,2025-03-18,Atlantic Superstore - Bill,,139393,139393,139393,WAVE_BILL_ACCRUAL_660,posted
661,2025-03-18,Pepsico - Bill,,111996,111996,111996,WAVE_BILL_ACCRUAL_661,posted
662,2025-03-19,Petro Can - Bill,,20446,20446,20446,WAVE_BILL_ACCRUAL_662,posted
663,2025-03-19,Canadian Tire - Bill,,3449,3449,3449,WAVE_BILL_ACCRUAL_663,posted
664,2025-03-19,Costco - Bill,,253183,253183,253183,WAVE_BILL_ACCRUAL_664,posted
665,2025-03-20,Sobeys - Bill,,11658,11658,11658,WAVE_BILL_ACCRUAL_665,posted
666,2025-03-20,Dollarama - Bill,,68218,68218,68218,WAVE_BILL_ACCRUAL_666,posted
667,2025-03-20,Dollarama - Bill,,16628,16628,16628,WAVE_BILL_ACCRUAL_667,posted
668,2025-03-20,GFS - Bill 9020484316,9020484316,97762,97762,97762,WAVE_BILL_ACCRUAL_668,posted
669,2025-03-21,Pharmasave - Bill,,8180,8180,8180,WAVE_BILL_ACCRUAL_669,posted
670,2025-03-21,Walmart - Bill,,9719,9719,9719,WAVE_BILL_ACCRUAL_670,posted
671,2025-03-21,Pharmasave - Bill,,892,892,892,WAVE_BILL_ACCRUAL_671,posted
672,2025-03-24,GFS - Bill 9020622999,9020622999,87094,87094,87094,WAVE_BILL_ACCRUAL_672,posted
673,2025-03-24,Atlantic Superstore - Bill,,9302,9302,9302,WAVE_BILL_ACCRUAL_673,posted
675,2025-03-24,Pharmasave - Bill,,5952,5952,5952,WAVE_BILL_ACCRUAL_675,posted
674,2025-03-31,Bell - Bill,,13268,13268,13268,WAVE_BILL_ACCRUAL_674,posted
676,2025-03-31,CIBC - Bill Q1 Account Fees,,19500,19500,19500,WAVE_BILL_ACCRUAL_676,posted
677,2025-04-01,Irving - Bill,,5190,5190,5190,WAVE_BILL_ACCRUAL_677,posted
678,2025-04-01,CIBC - Bill,,600,600,600,WAVE_BILL_ACCRUAL_678,posted
679,2025-04-01,Town of Amherst - Bill March Rent,,88000,88000,88000,WAVE_BILL_ACCRUAL_679,posted
680,2025-04-01,Town of Amherst - Bill April Rent,,41635,41635,41635,WAVE_BILL_ACCRUAL_680,posted
681,2025-04-03,Canadian Tire - Bill,,7226,7226,7226,WAVE_BILL_ACCRUAL_681,posted
682,2025-04-08,Irving - Bill,,11351,11351,11351,WAVE_BILL_ACCRUAL_682,posted
683,2025-04-08,Gov't of Nova Scotia - Bill,,6855,6855,6855,WAVE_BILL_ACCRUAL_683,posted
684,2025-04-11,Irving - Bill,,10499,10499,10499,WAVE_BILL_ACCRUAL_684,posted
685,2025-04-14,Shopify - Bill,,4902,4902,4902,WAVE_BILL_ACCRUAL_685,posted
686,2025-04-15,Amazon - Bill,,12194,12194,12194,WAVE_BILL_ACCRUAL_686,posted
687,2025-04-16,Pharmasave - Bill,,1945,1945,1945,WAVE_BILL_ACCRUAL_687,posted
688,2025-04-21,Shell Gas - Bill,,11834,11834,11834,WAVE_BILL_ACCRUAL_688,posted
689,2025-04-22,Canadian Tire - Bill,,33391,33391,33391,WAVE_BILL_ACCRUAL_689,posted
690,2025-04-22,Walmart - Bill,,2783,2783,2783,WAVE_BILL_ACCRUAL_690,posted
692,2025-04-24,Amazon - Bill,,4559,4559,4559,WAVE_BILL_ACCRUAL_692,posted
691,2025-04-30,Bell - Bill,,13153,13153,13153,WAVE_BILL_ACCRUAL_691,posted
693,2025-04-30,Nayax - Bill,,1704,1704,1704,WAVE_BILL_ACCRUAL_693,posted
694,2025-04-30,CIBC - Bill,,6500,6500,6500,WAVE_BILL_ACCRUAL_694,posted
695,2025-04-30,Bell - Late Fee,,386,386,386,WAVE_BILL_ACCRUAL_695,posted
696,2025-05-01,Town of Amherst - Bill,,41635,41635,41635,WAVE_BILL_ACCRUAL_696,posted
697,2025-05-01,CIBC - Bill,,400,400,400,WAVE_BILL_ACCRUAL_697,posted
698,2025-05-05,CIBC - Deluxe Cheque Order,CIBC-CHEQUE-ORDER-20250505,16478,16478,16478,WAVE_BILL_ACCRUAL_698,posted
699,2025-05-14,Pharmasave - Bill,,4574,4574,4574,WAVE_BILL_ACCRUAL_699,posted
700,2025-05-14,Shopify - Bill,,4912,4912,4912,WAVE_BILL_ACCRUAL_700,posted
701,2025-05-16,GFS - Bill 9022611886,9022611886,22714,22714,22714,WAVE_BILL_ACCRUAL_701,posted
702,2025-05-19,Shell Gas - Bill,,10250,10250,10250,WAVE_BILL_ACCRUAL_702,posted
703,2025-05-22,CIBC - Bill,,500,500,500,WAVE_BILL_ACCRUAL_703,posted
