cc_txn_id,txn_date,txn_type,amount,amount_cents,merchant,vendor_key,net_cents,tax_cents,mapping,journal_entry_id
3619,2024-07-09,PURCHASE,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3619
961,2024-07-11,PURCHASE,32.19,3219,OPENAI *CHATGPT SUBSCR,,2799,420,default:cogs_supplements,CC_PURCHASE_961
960,2024-07-12,PURCHASE,581.85,58185,PACIFIC DISTRIBUTION WHOL,,50596,7589,default:cogs_supplements,CC_PURCHASE_960
3617,2024-07-12,PURCHASE,18.61,1861,FREIGHTCOM INC. BOLTON,,1618,243,keyword:freight,CC_PURCHASE_3617
958,2024-07-15,REFUND,97.73,9773,SP STOCKUP MARKET,,8498,1275,default:cogs_supplements,CC_PURCHASE_958
959,2024-07-15,PURCHASE,45.33,4533,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,3942,591,VENDOR_PROFILE,CC_PURCHASE_959
3611,2024-07-15,PURCHASE,12.90,1290,FREIGHTCOM INC. BOLTON,,1122,168,keyword:freight,CC_PURCHASE_3611
3612,2024-07-15,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,999,150,default:cogs_supplements,CC_PURCHASE_3612
3613,2024-07-15,PURCHASE,12.59,1259,"CREATIVE FABRICA AMSTERDAM,",,1095,164,default:cogs_supplements,CC_PURCHASE_3613
3614,2024-07-15,PURCHASE,173.34,17334,WAL-MART #5789 AMHERST,WALMART,15073,2261,VENDOR_PROFILE,CC_PURCHASE_3614
3615,2024-07-15,PURCHASE,14.87,1487,FREIGHTCOM INC. BOLTON,,1293,194,keyword:freight,CC_PURCHASE_3615
3616,2024-07-15,PURCHASE,11.29,1129,FREIGHTCOM INC. BOLTON,,982,147,keyword:freight,CC_PURCHASE_3616
956,2024-07-16,PURCHASE,21.84,2184,APPLE.COM/BILL TORONTO,,1899,285,default:cogs_supplements,CC_PURCHASE_956
3609,2024-07-16,PURCHASE,17.74,1774,FREIGHTCOM INC. BOLTON,,1543,231,keyword:freight,CC_PURCHASE_3609
3610,2024-07-16,PURCHASE,19.17,1917,FREIGHTCOM INC. BOLTON,,1667,250,keyword:freight,CC_PURCHASE_3610
953,2024-07-17,PURCHASE,167.73,16773,NOVA SCOTIA PWR/EZ-PAY,,14585,2188,default:cogs_supplements,CC_PURCHASE_953
954,2024-07-17,PURCHASE,2.94,294,KUBRA/EZ-PAY 905-624-2220,,256,38,default:cogs_supplements,CC_PURCHASE_954
950,2024-07-18,PURCHASE,772.25,77225,SQ *BULL NUTRITION,,67152,10073,default:cogs_supplements,CC_PURCHASE_950
951,2024-07-18,PURCHASE,207.86,20786,BELL ALIANT OBM,,18075,2711,default:cogs_supplements,CC_PURCHASE_951
952,2024-07-18,PURCHASE,7.58,758,HIGHLAND MARKET AMHERST,,659,99,default:cogs_supplements,CC_PURCHASE_952
3605,2024-07-18,PURCHASE,20.48,2048,FREIGHTCOM INC. BOLTON,,1781,267,keyword:freight,CC_PURCHASE_3605
3606,2024-07-18,PURCHASE,298.11,29811,COSTCO WHOLESALE W1345,COSTCO,25923,3888,VENDOR_PROFILE,CC_PURCHASE_3606
3607,2024-07-18,PURCHASE,65.49,6549,WAL-MART #5789 AMHERST,WALMART,5695,854,VENDOR_PROFILE,CC_PURCHASE_3607
948,2024-07-19,PURCHASE,32.30,3230,"SHOPIFY/253235569 OTTAWA, ON",,2809,421,default:cogs_supplements,CC_PURCHASE_948
938,2024-07-22,PURCHASE,30.00,3000,SQ *STILL FIRED,,2609,391,default:cogs_supplements,CC_PURCHASE_938
939,2024-07-22,PURCHASE,509.85,50985,PURITY LIFE HEALTH,,44335,6650,default:cogs_supplements,CC_PURCHASE_939
940,2024-07-22,PURCHASE,36.22,3622,SQ *TIDNISH SCOOP,,3150,472,default:cogs_supplements,CC_PURCHASE_940
942,2024-07-22,PURCHASE,107.99,10799,MARITIME FUN GROUP,,9390,1409,default:cogs_supplements,CC_PURCHASE_942
943,2024-07-22,PURCHASE,50.25,5025,STRAIT CROSSING BRIDGE,,4370,655,default:cogs_supplements,CC_PURCHASE_943
944,2024-07-22,PURCHASE,98.47,9847,CAVENDISH LOBSTER SHACK,,8563,1284,default:cogs_supplements,CC_PURCHASE_944
945,2024-07-22,PURCHASE,90.48,9048,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,7868,1180,VENDOR_PROFILE,CC_PURCHASE_945
946,2024-07-22,PURCHASE,40.08,4008,MOBIL@ - 4174,,3485,523,default:cogs_supplements,CC_PURCHASE_946
947,2024-07-22,PURCHASE,1141.09,114109,GROSNOR DISTRIBUTION AJAX,,99225,14884,default:cogs_supplements,CC_PURCHASE_947
3599,2024-07-22,PURCHASE,11.30,1130,FREIGHTCOM INC. BOLTON,,983,147,keyword:freight,CC_PURCHASE_3599
3600,2024-07-22,PURCHASE,14.87,1487,FREIGHTCOM INC. BOLTON,,1293,194,keyword:freight,CC_PURCHASE_3600
3601,2024-07-22,PURCHASE,11.25,1125,FREIGHTCOM INC. BOLTON,,978,147,keyword:freight,CC_PURCHASE_3601
3602,2024-07-22,PURCHASE,11.25,1125,FREIGHTCOM INC. BOLTON,,978,147,keyword:freight,CC_PURCHASE_3602
935,2024-07-23,PURCHASE,42.55,4255,HIGHLAND MARKET AMHERST,,3700,555,default:cogs_supplements,CC_PURCHASE_935
936,2024-07-23,PURCHASE,8.67,867,HIGHLAND MARKET AMHERST,,754,113,default:cogs_supplements,CC_PURCHASE_936
937,2024-07-23,PURCHASE,40.00,4000,HIGHLAND MARKET AMHERST,,3478,522,default:cogs_supplements,CC_PURCHASE_937
3597,2024-07-23,PURCHASE,18.50,1850,SQ *ROTARY CLUB,,1609,241,default:cogs_supplements,CC_PURCHASE_3597
3598,2024-07-23,PURCHASE,25.00,2500,EASYFINANCIAL AMHERST,,2174,326,default:cogs_supplements,CC_PURCHASE_3598
932,2024-07-24,PURCHASE,24.12,2412,APPLE.COM/BILL 866-712-7753,,2097,315,default:cogs_supplements,CC_PURCHASE_932
933,2024-07-24,PURCHASE,35.78,3578,GROSNOR DISTRIBUTION AJAX,,3111,467,default:cogs_supplements,CC_PURCHASE_933
934,2024-07-24,PURCHASE,60.38,6038,LAWTONS #2562 AMHERST,,5250,788,default:cogs_supplements,CC_PURCHASE_934
3595,2024-07-24,PURCHASE,21.10,2110,HIGHLAND MARKET AMHERST,,1835,275,default:cogs_supplements,CC_PURCHASE_3595
3596,2024-07-24,PURCHASE,14.34,1434,FREIGHTCOM INC. BOLTON,,1247,187,keyword:freight,CC_PURCHASE_3596
927,2024-07-25,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1099,165,default:cogs_supplements,CC_PURCHASE_927
928,2024-07-25,PURCHASE,50.25,5025,STRAIT CROSSING BRIDGE,,4370,655,default:cogs_supplements,CC_PURCHASE_928
929,2024-07-25,PURCHASE,55.64,5564,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,4838,726,VENDOR_PROFILE,CC_PURCHASE_929
930,2024-07-25,PURCHASE,20.00,2000,SHELL C03330 AMHERST,,2000,0,keyword:fuel,CC_PURCHASE_930
931,2024-07-25,PURCHASE,1471.53,147153,BELIEVESUPP 4508001414,,127959,19194,default:cogs_supplements,CC_PURCHASE_931
3589,2024-07-25,PURCHASE,34.66,3466,SQ *RIDDLE'S TAKEOUT,,3014,452,default:cogs_supplements,CC_PURCHASE_3589
3590,2024-07-25,PURCHASE,4.50,450,SQ *RIDDLE'S TAKEOUT,,391,59,default:cogs_supplements,CC_PURCHASE_3590
3591,2024-07-25,PURCHASE,10.50,1050,SQ *SHIPWRECK FUDGE,,913,137,default:cogs_supplements,CC_PURCHASE_3591
3592,2024-07-25,PURCHASE,79.51,7951,CAVENDISH PIZZA DELIGH,,6914,1037,default:cogs_supplements,CC_PURCHASE_3592
3593,2024-07-25,PURCHASE,107.99,10799,MARITIME FUN GROUP,,9390,1409,default:cogs_supplements,CC_PURCHASE_3593
3594,2024-07-25,PURCHASE,7.75,775,MARCO POLO LAND,,674,101,default:cogs_supplements,CC_PURCHASE_3594
3587,2024-07-26,PURCHASE,11.04,1104,FREIGHTCOM INC. BOLTON,,960,144,keyword:freight,CC_PURCHASE_3587
3588,2024-07-26,PURCHASE,7.10,710,CERETTIS GROCERY BORDEN-CARLET,,617,93,default:cogs_supplements,CC_PURCHASE_3588
924,2024-07-29,PURCHASE,4.29,429,SOBEYS #729 AMHERST,,373,56,default:cogs_supplements,CC_PURCHASE_924
925,2024-07-29,PURCHASE,141.77,14177,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,12328,1849,VENDOR_PROFILE,CC_PURCHASE_925
3582,2024-07-29,PURCHASE,40.00,4000,FACEBK KDGPV7QSF2 6505434800,,3478,522,default:cogs_supplements,CC_PURCHASE_3582
3583,2024-07-29,PURCHASE,3.28,328,FACEBK 8QTFW88TF2 6505434800,,285,43,default:cogs_supplements,CC_PURCHASE_3583
3584,2024-07-29,PURCHASE,18.62,1862,FREIGHTCOM INC. BOLTON,,1619,243,keyword:freight,CC_PURCHASE_3584
3585,2024-07-29,PURCHASE,139.96,13996,NSLC #2302 AMHERST,,12170,1826,default:cogs_supplements,CC_PURCHASE_3585
3579,2024-07-30,PURCHASE,13.79,1379,DISNEY PLUS 1,,1199,180,default:cogs_supplements,CC_PURCHASE_3579
3581,2024-07-30,PURCHASE,23.09,2309,FREIGHTCOM INC. BOLTON,,2008,301,keyword:freight,CC_PURCHASE_3581
921,2024-07-31,PURCHASE,2372.38,237238,PEAK PERFORMANCE MISSISSAUGA,,206294,30944,default:cogs_supplements,CC_PURCHASE_921
922,2024-07-31,PURCHASE,1736.05,173605,TITAN DISTRIBUTION CONCORD,,150961,22644,default:cogs_supplements,CC_PURCHASE_922
919,2024-08-01,PURCHASE,3742.78,374278,SP STOCKUP MARKET,,325459,48819,default:cogs_supplements,CC_PURCHASE_919
920,2024-08-01,PURCHASE,468.03,46803,ISWEET 4168234030,,40698,6105,default:cogs_supplements,CC_PURCHASE_920
917,2024-08-02,PURCHASE,18.72,1872,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1628,244,default:cogs_supplements,CC_PURCHASE_917
918,2024-08-02,PURCHASE,2508.15,250815,GROSNOR DISTRIBUTION AJAX,,218100,32715,default:cogs_supplements,CC_PURCHASE_918
914,2024-08-06,PURCHASE,22.95,2295,APPLE.COM/BILL 866-712-7753,,1996,299,default:cogs_supplements,CC_PURCHASE_914
915,2024-08-06,PURCHASE,31.00,3100,SQ *TIDNISH SCOOP,,2696,404,default:cogs_supplements,CC_PURCHASE_915
916,2024-08-06,PURCHASE,14.01,1401,AMHERST PHARMA SAVE,PHARMASAVE,1218,183,VENDOR_PROFILE,CC_PURCHASE_916
3574,2024-08-06,PURCHASE,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3574
3575,2024-08-06,PURCHASE,19.17,1917,FREIGHTCOM INC. BOLTON,,1667,250,keyword:freight,CC_PURCHASE_3575
3576,2024-08-06,PURCHASE,41.26,4126,HIGHLAND MARKET AMHERST,,3588,538,default:cogs_supplements,CC_PURCHASE_3576
3577,2024-08-06,PURCHASE,115.00,11500,NOVA SCOTIA REAL,,10000,1500,default:cogs_supplements,CC_PURCHASE_3577
3578,2024-08-06,PURCHASE,104.60,10460,WAL-MART #5789 AMHERST,WALMART,9096,1364,VENDOR_PROFILE,CC_PURCHASE_3578
3573,2024-08-07,PURCHASE,15.51,1551,GOOGLE *BYTEDANCE 650-253-0000,,1349,202,default:cogs_supplements,CC_PURCHASE_3573
912,2024-08-08,PURCHASE,442.14,44214,PURCHASE INTEREST,,38447,5767,default:cogs_supplements,CC_PURCHASE_912
913,2024-08-08,PURCHASE,135.55,13555,CHRISTMAS DISCOUNTERS AMHERST,,11787,1768,default:cogs_supplements,CC_PURCHASE_913
3572,2024-08-08,PURCHASE,14.87,1487,FREIGHTCOM INC. BOLTON,,1293,194,keyword:freight,CC_PURCHASE_3572
900,2024-08-09,PURCHASE,29.88,2988,APPLE.COM/BILL 866-712-7753,,2598,390,default:cogs_supplements,CC_PURCHASE_900
901,2024-08-09,PURCHASE,209.78,20978,NOVA SCOTIA PWR/EZ-PAY,,18242,2736,default:cogs_supplements,CC_PURCHASE_901
902,2024-08-09,PURCHASE,3.67,367,KUBRA/EZ-PAY 905-624-2220,,319,48,default:cogs_supplements,CC_PURCHASE_902
904,2024-08-09,REFUND,0.07,7,INTEREST REVERSAL,,6,1,default:cogs_supplements,CC_PURCHASE_904
906,2024-08-09,REFUND,1.09,109,INTEREST REVERSAL,,95,14,default:cogs_supplements,CC_PURCHASE_906
908,2024-08-09,REFUND,2.18,218,INTEREST REVERSAL,,190,28,default:cogs_supplements,CC_PURCHASE_908
910,2024-08-09,REFUND,2.73,273,INTEREST REVERSAL,,237,36,default:cogs_supplements,CC_PURCHASE_910
3569,2024-08-09,PURCHASE,3.11,311,PURCHASE INTEREST,,270,41,default:cogs_supplements,CC_PURCHASE_3569
3570,2024-08-09,PURCHASE,46.00,4600,WE LIKE WORK,,4000,600,default:cogs_supplements,CC_PURCHASE_3570
895,2024-08-12,PURCHASE,32.43,3243,OPENAI *CHATGPT SUBSCR,,2820,423,default:cogs_supplements,CC_PURCHASE_895
896,2024-08-12,PURCHASE,26.43,2643,APPLE.COM/BILL TORONTO,,2298,345,default:cogs_supplements,CC_PURCHASE_896
897,2024-08-12,PURCHASE,32.88,3288,CIRCLE K /,,2859,429,default:cogs_supplements,CC_PURCHASE_897
898,2024-08-12,PURCHASE,1033.26,103326,SUPPLEMENT FACTS OTTAWA,,89849,13477,default:cogs_supplements,CC_PURCHASE_898
899,2024-08-12,PURCHASE,154.96,15496,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,13475,2021,VENDOR_PROFILE,CC_PURCHASE_899
3565,2024-08-12,PURCHASE,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3565
3566,2024-08-12,PURCHASE,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3566
3567,2024-08-12,PURCHASE,36.08,3608,AVENIR CENTRE MONCTON,,3137,471,default:cogs_supplements,CC_PURCHASE_3567
3568,2024-08-12,PURCHASE,38.93,3893,DOLLARAMA # 209,,3385,508,keyword:dollarama,CC_PURCHASE_3568
894,2024-08-13,PURCHASE,196.83,19683,AMHERST HOME HARDWARE,,17116,2567,default:cogs_supplements,CC_PURCHASE_894
892,2024-08-14,PURCHASE,1188.53,118853,GROSNOR DISTRIBUTION AJAX,,103350,15503,default:cogs_supplements,CC_PURCHASE_892
893,2024-08-14,REFUND,34.49,3449,SUPPLEMENT FACTS OTTAWA,,2999,450,default:cogs_supplements,CC_PURCHASE_893
3562,2024-08-14,PURCHASE,19.17,1917,FREIGHTCOM INC. BOLTON,,1667,250,keyword:freight,CC_PURCHASE_3562
3563,2024-08-14,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,999,150,default:cogs_supplements,CC_PURCHASE_3563
3564,2024-08-14,PURCHASE,12.68,1268,"CREATIVE FABRICA AMSTERDAM,",,1103,165,default:cogs_supplements,CC_PURCHASE_3564
889,2024-08-15,PURCHASE,4.59,459,HARRISON'S HOME HARDWARE,,399,60,default:cogs_supplements,CC_PURCHASE_889
3560,2024-08-15,PURCHASE,1449.00,144900,ALLEGRA MARKETING PRIN,,126000,18900,default:cogs_supplements,CC_PURCHASE_3560
888,2024-08-16,PURCHASE,109.50,10950,BELL ALIANT OBM,,9522,1428,default:cogs_supplements,CC_PURCHASE_888
3559,2024-08-16,PURCHASE,21.37,2137,DUNCAN'S PUB AMHERST,,1858,279,default:cogs_supplements,CC_PURCHASE_3559
887,2024-08-19,PURCHASE,32.38,3238,"SHOPIFY/263701242 OTTAWA, ON",,2816,422,default:cogs_supplements,CC_PURCHASE_887
3549,2024-08-19,PURCHASE,459.91,45991,COSTCO WHOLESALE W1345,COSTCO,39992,5999,VENDOR_PROFILE,CC_PURCHASE_3549
3550,2024-08-19,PURCHASE,21.11,2111,FREDDIE'S PIZZA &,,1836,275,default:cogs_supplements,CC_PURCHASE_3550
3552,2024-08-19,PURCHASE,9.97,997,ROBIN'S DONUTS PORT,,867,130,default:cogs_supplements,CC_PURCHASE_3552
3553,2024-08-19,PURCHASE,32.99,3299,WINEGARDEN ESTATE LIMI,,2869,430,default:cogs_supplements,CC_PURCHASE_3553
3554,2024-08-19,PURCHASE,6.00,600,WINEGARDEN ESTATE LIMI,,522,78,default:cogs_supplements,CC_PURCHASE_3554
3555,2024-08-19,PURCHASE,26.88,2688,NEEDS # 4610,,2337,351,default:cogs_supplements,CC_PURCHASE_3555
3556,2024-08-19,PURCHASE,188.43,18843,WAL-MART #5789 AMHERST,WALMART,16385,2458,VENDOR_PROFILE,CC_PURCHASE_3556
3557,2024-08-19,PURCHASE,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3557
3558,2024-08-19,PURCHASE,69.43,6943,DOLLARAMA # 209,,6037,906,keyword:dollarama,CC_PURCHASE_3558
884,2024-08-20,PURCHASE,179.39,17939,AMZN MKTP CA*R450R6TU2,,15599,2340,default:cogs_supplements,CC_PURCHASE_884
3548,2024-08-20,PURCHASE,36.69,3669,CIRCLE K /,,3190,479,default:cogs_supplements,CC_PURCHASE_3548
879,2024-08-21,PURCHASE,101.78,10178,AMZN MKTP CA*R43D70EQ2,,8850,1328,default:cogs_supplements,CC_PURCHASE_879
880,2024-08-21,PURCHASE,43.56,4356,AMZN MKTP CA*R41DT6EW2,,3788,568,default:cogs_supplements,CC_PURCHASE_880
882,2024-08-21,PURCHASE,4.42,442,AMHERST PHARMA SAVE,PHARMASAVE,384,58,VENDOR_PROFILE,CC_PURCHASE_882
883,2024-08-21,PURCHASE,62.30,6230,REGISTRY OF JOINT,,5417,813,default:cogs_supplements,CC_PURCHASE_883
3543,2024-08-21,PURCHASE,32.29,3229,AMZN MKTP CA*R466B9132,,2808,421,default:cogs_supplements,CC_PURCHASE_3543
3544,2024-08-21,PURCHASE,16.59,1659,FREIGHTCOM INC. BOLTON,,1443,216,keyword:freight,CC_PURCHASE_3544
3546,2024-08-21,PURCHASE,85.69,8569,WAL-MART #5789 AMHERST,WALMART,7451,1118,VENDOR_PROFILE,CC_PURCHASE_3546
875,2024-08-22,PURCHASE,3.86,386,AMHERST PHARMA SAVE,PHARMASAVE,336,50,VENDOR_PROFILE,CC_PURCHASE_875
876,2024-08-22,PURCHASE,14.94,1494,AMZN MKTP CA*R46HF5GK2,,1299,195,default:cogs_supplements,CC_PURCHASE_876
877,2024-08-22,PURCHASE,32.16,3216,APPLE.COM/BILL 866-712-7753,,2797,419,default:cogs_supplements,CC_PURCHASE_877
878,2024-08-22,PURCHASE,489.49,48949,TRUE NORTH NUTRITION,,42564,6385,default:cogs_supplements,CC_PURCHASE_878
871,2024-08-23,REFUND,43.56,4356,AMZN MKTP CA,,3788,568,default:cogs_supplements,CC_PURCHASE_871
873,2024-08-23,PURCHASE,4719.60,471960,GROSNOR DISTRIBUTION AJAX,,410400,61560,default:cogs_supplements,CC_PURCHASE_873
869,2024-08-26,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1099,165,default:cogs_supplements,CC_PURCHASE_869
870,2024-08-26,PURCHASE,17.56,1756,HARRISON'S HOME HARDWARE,,1527,229,default:cogs_supplements,CC_PURCHASE_870
3541,2024-08-26,PURCHASE,14.94,1494,FREIGHTCOM INC. BOLTON,,1299,195,keyword:freight,CC_PURCHASE_3541
3542,2024-08-26,PURCHASE,4377.50,437750,JJ CANDY 418-5635821,,380652,57098,default:cogs_supplements,CC_PURCHASE_3542
3539,2024-08-27,PURCHASE,5.96,596,FACEBK *F8YSXAUSF2 MENLO,,518,78,default:cogs_supplements,CC_PURCHASE_3539
3540,2024-08-27,PURCHASE,49.70,4970,FACEBK *5WGJR8YSF2 MENLO,,4322,648,default:cogs_supplements,CC_PURCHASE_3540
867,2024-08-28,PURCHASE,1554.21,155421,EMPIRE HEALTH DISTRIBUTIO,,135149,20272,default:cogs_supplements,CC_PURCHASE_867
3536,2024-08-28,PURCHASE,7.72,772,AMHERST PHARMA SAVE,PHARMASAVE,671,101,VENDOR_PROFILE,CC_PURCHASE_3536
3537,2024-08-28,PURCHASE,42.41,4241,B WOOS KITCHEN,,3688,553,default:cogs_supplements,CC_PURCHASE_3537
3534,2024-08-29,REFUND,13.89,1389,FREIGHTCOM INC. BOLTON,,1208,181,keyword:freight,CC_PURCHASE_3534
3535,2024-08-29,PURCHASE,30.00,3000,PROXI WEST AMHERST,,2609,391,default:cogs_supplements,CC_PURCHASE_3535
3532,2024-08-30,PURCHASE,13.79,1379,DISNEY PLUS BURBANK,,1199,180,default:cogs_supplements,CC_PURCHASE_3532
865,2024-09-03,PURCHASE,18.72,1872,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1628,244,default:cogs_supplements,CC_PURCHASE_865
3523,2024-09-03,PURCHASE,39.74,3974,AMZN MKTP CA*RK9X95RQ0,,3456,518,default:cogs_supplements,CC_PURCHASE_3523
3524,2024-09-03,PURCHASE,236.21,23621,YODECK.COM FLIPNODE SAN,,20540,3081,default:cogs_supplements,CC_PURCHASE_3524
3525,2024-09-03,PURCHASE,149.97,14997,WE LIKE WORK,,13041,1956,default:cogs_supplements,CC_PURCHASE_3525
3526,2024-09-03,PURCHASE,46.00,4600,WE LIKE WORK,,4000,600,default:cogs_supplements,CC_PURCHASE_3526
3527,2024-09-03,PURCHASE,16.09,1609,AMZN MKTP CA*RK8NM5I61,,1399,210,default:cogs_supplements,CC_PURCHASE_3527
3528,2024-09-03,PURCHASE,139.08,13908,WAL-MART #5789 AMHERST,WALMART,12094,1814,VENDOR_PROFILE,CC_PURCHASE_3528
3529,2024-09-03,PURCHASE,15.03,1503,HIGHLAND MARKET AMHERST,,1307,196,default:cogs_supplements,CC_PURCHASE_3529
3530,2024-09-03,PURCHASE,13.82,1382,FREIGHTCOM INC. BOLTON,,1202,180,keyword:freight,CC_PURCHASE_3530
862,2024-09-04,PURCHASE,220.96,22096,NOVA SCOTIA PWR/EZ-PAY,,19214,2882,default:cogs_supplements,CC_PURCHASE_862
863,2024-09-04,PURCHASE,3.87,387,KUBRA/EZ-PAY 905-624-2220,,337,50,default:cogs_supplements,CC_PURCHASE_863
3516,2024-09-04,PURCHASE,12.64,1264,AMZN MKTP CA*ZT13D4ZK1,,1099,165,default:cogs_supplements,CC_PURCHASE_3516
3520,2024-09-04,PURCHASE,62.07,6207,AMZN MKTP CA*ZT14R8112,,5397,810,default:cogs_supplements,CC_PURCHASE_3520
3521,2024-09-04,PURCHASE,28.01,2801,MCDONALD'S #5841 Q04,,2436,365,default:cogs_supplements,CC_PURCHASE_3521
3522,2024-09-04,PURCHASE,34.82,3482,SHELL 4551 AMHERST,,3482,0,keyword:fuel,CC_PURCHASE_3522
859,2024-09-06,PURCHASE,258.79,25879,PURCHASE INTEREST,,22503,3376,default:cogs_supplements,CC_PURCHASE_859
861,2024-09-06,PURCHASE,1543.19,154319,GROSNOR DISTRIBUTION AJAX,,134190,20129,default:cogs_supplements,CC_PURCHASE_861
3512,2024-09-06,PURCHASE,26.20,2620,AMZN MKTP CA*ZT7PD5GN0,,2278,342,default:cogs_supplements,CC_PURCHASE_3512
3514,2024-09-06,PURCHASE,14.23,1423,FREIGHTCOM INC. BOLTON,,1237,186,keyword:freight,CC_PURCHASE_3514
858,2024-09-09,REFUND,0.81,81,INTEREST REVERSAL,,70,11,default:cogs_supplements,CC_PURCHASE_858
3508,2024-09-09,PURCHASE,15.51,1551,GOOGLE *BYTEDANCE 650-253-0000,,1349,202,default:cogs_supplements,CC_PURCHASE_3508
3509,2024-09-09,PURCHASE,11.41,1141,FREIGHTCOM INC. BOLTON,,992,149,keyword:freight,CC_PURCHASE_3509
3510,2024-09-09,PURCHASE,14.42,1442,AMHERST PHARMA SAVE,PHARMASAVE,1254,188,VENDOR_PROFILE,CC_PURCHASE_3510
3504,2024-09-10,PURCHASE,17.82,1782,FREIGHTCOM INC. BOLTON,,1550,232,keyword:freight,CC_PURCHASE_3504
3505,2024-09-10,PURCHASE,159.35,15935,CHRISTMAS DISCOUNTERS AMHERST,,13857,2078,default:cogs_supplements,CC_PURCHASE_3505
3506,2024-09-10,PURCHASE,63.03,6303,CHRISTMAS DISCOUNTERS AMHERST,,5481,822,default:cogs_supplements,CC_PURCHASE_3506
853,2024-09-11,PURCHASE,32.02,3202,OPENAI *CHATGPT SUBSCR,,2784,418,default:cogs_supplements,CC_PURCHASE_853
854,2024-09-11,PURCHASE,4276.22,427622,FIT FOODS LTD.,,371845,55777,default:cogs_supplements,CC_PURCHASE_854
855,2024-09-11,PURCHASE,2197.94,219794,BIOREVERSA TROIS RIVIERE,,191125,28669,default:cogs_supplements,CC_PURCHASE_855
3501,2024-09-11,PURCHASE,11.16,1116,FREIGHTCOM INC. BOLTON,,970,146,keyword:freight,CC_PURCHASE_3501
850,2024-09-12,PURCHASE,1354.98,135498,CONQUER ALL NUTRITION,,117824,17674,default:cogs_supplements,CC_PURCHASE_850
851,2024-09-12,PURCHASE,1366.71,136671,YUMMY SPORTS DELSON,,118844,17827,default:cogs_supplements,CC_PURCHASE_851
852,2024-09-12,PURCHASE,4177.95,417795,GROSNOR DISTRIBUTION AJAX,,363300,54495,default:cogs_supplements,CC_PURCHASE_852
847,2024-09-13,PURCHASE,132.68,13268,BELL ALIANT OBM,,11537,1731,default:cogs_supplements,CC_PURCHASE_847
3495,2024-09-13,PURCHASE,100.00,10000,DOLLARAMA # 209,,8696,1304,keyword:dollarama,CC_PURCHASE_3495
3496,2024-09-13,PURCHASE,100.00,10000,DOLLARAMA # 209,,8696,1304,keyword:dollarama,CC_PURCHASE_3496
3497,2024-09-13,PURCHASE,121.65,12165,DOLLARAMA # 209,,10578,1587,keyword:dollarama,CC_PURCHASE_3497
3498,2024-09-13,PURCHASE,38.57,3857,CHRISTMAS DISCOUNTERS AMHERST,,3354,503,default:cogs_supplements,CC_PURCHASE_3498
3499,2024-09-13,PURCHASE,13.78,1378,CHRISTMAS DISCOUNTERS AMHERST,,1198,180,default:cogs_supplements,CC_PURCHASE_3499
3500,2024-09-13,PURCHASE,62.02,6202,CHRISTMAS DISCOUNTERS AMHERST,,5393,809,default:cogs_supplements,CC_PURCHASE_3500
845,2024-09-16,PURCHASE,1331.03,133103,SUPPLEMENT FACTS OTTAWA,,115742,17361,default:cogs_supplements,CC_PURCHASE_845
846,2024-09-16,PURCHASE,579.51,57951,FIT FOODS LTD.,,50392,7559,default:cogs_supplements,CC_PURCHASE_846
3484,2024-09-16,PURCHASE,15.02,1502,FREIGHTCOM INC. BOLTON,,1306,196,keyword:freight,CC_PURCHASE_3484
3487,2024-09-16,PURCHASE,12.54,1254,"CREATIVE FABRICA AMSTERDAM,",,1090,164,default:cogs_supplements,CC_PURCHASE_3487
3488,2024-09-16,PURCHASE,119.07,11907,CHRISTMAS DISCOUNTERS AMHERST,,10354,1553,default:cogs_supplements,CC_PURCHASE_3488
3489,2024-09-16,PURCHASE,14.09,1409,FREIGHTCOM INC. BOLTON,,1225,184,keyword:freight,CC_PURCHASE_3489
3490,2024-09-16,PURCHASE,14.42,1442,FREIGHTCOM INC. BOLTON,,1254,188,keyword:freight,CC_PURCHASE_3490
3491,2024-09-16,PURCHASE,15.10,1510,FREIGHTCOM INC. BOLTON,,1313,197,keyword:freight,CC_PURCHASE_3491
3492,2024-09-16,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE 650-253-0000,,999,150,default:cogs_supplements,CC_PURCHASE_3492
