id,wave_bill_id,match_type,bank_txn_id,cc_txn_id,cc_payment_txn_id,confidence,match_method,date_diff_days,amount_diff_cents,notes
443,63,PAD_INVOICE,1623,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2023-10-06 (2 invoices)
444,73,PAD_INVOICE,1614,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2023-10-13 (1 invoices)
445,79,PAD_INVOICE,1600,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2023-10-20 (1 invoices)
446,87,PAD_INVOICE,1553,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2023-10-27 (1 invoices)
447,96,PAD_INVOICE,1528,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2023-11-03 (1 invoices)
448,105,PAD_INVOICE,1513,,,EXACT,PAD_GFS_SUBSET_3,16,0,PAD 2023-11-10 (3 invoices)
449,107,PAD_INVOICE,1513,,,EXACT,PAD_GFS_SUBSET_3,15,0,PAD 2023-11-10 (3 invoices)
450,109,PAD_INVOICE,1513,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2023-11-10 (3 invoices)
451,115,PAD_INVOICE,1500,,,EXACT,PAD_GFS_SUBSET_3,15,0,PAD 2023-11-17 (3 invoices)
452,116,PAD_INVOICE,1500,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2023-11-17 (3 invoices)
453,117,PAD_INVOICE,1500,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2023-11-17 (3 invoices)
454,122,PAD_INVOICE,1491,,,EXACT,PAD_GFS_SUBSET_1,16,0,PAD 2023-11-24 (1 invoices)
455,127,PAD_INVOICE,1468,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2023-12-01 (2 invoices)
456,129,PAD_INVOICE,1468,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2023-12-01 (2 invoices)
457,132,PAD_INVOICE,1454,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2023-12-08 (1 invoices)
458,137,PAD_INVOICE,1441,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2023-12-15 (1 invoices)
459,141,PAD_INVOICE,1433,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2023-12-22 (2 invoices)
460,142,PAD_INVOICE,1433,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2023-12-22 (2 invoices)
461,146,PAD_INVOICE,1420,,,EXACT,PAD_GFS_SUBSET_2,17,0,PAD 2023-12-29 (2 invoices)
462,147,PAD_INVOICE,1420,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2023-12-29 (2 invoices)
463,150,PAD_INVOICE,1384,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2024-01-12 (1 invoices)
464,159,PAD_INVOICE,1374,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2024-01-19 (1 invoices)
465,164,PAD_INVOICE,1357,,,EXACT,PAD_GFS_SUBSET_1,18,0,PAD 2024-01-26 (1 invoices)
466,171,PAD_INVOICE,1331,,,HIGH,PAD_GFS_SUBSET_1,15,10,PAD 2024-02-02 (1 invoices)
467,188,PAD_INVOICE,1309,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2024-02-16 (1 invoices)
468,193,PAD_INVOICE,1282,,,EXACT,PAD_GFS_SUBSET_2,16,0,PAD 2024-02-23 (2 invoices)
469,198,PAD_INVOICE,1282,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-02-23 (2 invoices)
470,204,PAD_INVOICE,1262,,,EXACT,PAD_GFS_SUBSET_1,18,0,PAD 2024-03-01 (1 invoices)
471,233,PAD_INVOICE,1214,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2024-03-15 (1 invoices)
472,243,PAD_INVOICE,1201,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2024-03-22 (2 invoices)
473,245,PAD_INVOICE,1201,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-03-22 (2 invoices)
474,249,PAD_INVOICE,1181,,,EXACT,PAD_GFS_SUBSET_4,21,0,PAD 2024-04-01 (4 invoices)
475,253,PAD_INVOICE,1181,,,EXACT,PAD_GFS_SUBSET_4,19,0,PAD 2024-04-01 (4 invoices)
476,254,PAD_INVOICE,1181,,,EXACT,PAD_GFS_SUBSET_4,19,0,PAD 2024-04-01 (4 invoices)
477,263,PAD_INVOICE,1181,,,EXACT,PAD_GFS_SUBSET_4,17,0,PAD 2024-04-01 (4 invoices)
478,286,PAD_INVOICE,1125,,,EXACT,PAD_GFS_SUBSET_2,18,0,PAD 2024-04-26 (2 invoices)
479,291,PAD_INVOICE,1125,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2024-04-26 (2 invoices)
480,297,PAD_INVOICE,1121,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2024-05-03 (1 invoices)
481,304,PAD_INVOICE,1105,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-05-17 (2 invoices)
482,305,PAD_INVOICE,1105,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-05-17 (2 invoices)
483,313,PAD_INVOICE,1099,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2024-05-24 (1 invoices)
484,320,PAD_INVOICE,1083,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2024-06-21 (1 invoices)
485,330,PAD_INVOICE,1065,,,EXACT,PAD_GFS_SUBSET_1,16,0,PAD 2024-08-23 (1 invoices)
486,342,PAD_INVOICE,1031,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2024-09-13 (1 invoices)
487,351,PAD_INVOICE,1011,,,EXACT,PAD_GFS_SUBSET_2,16,0,PAD 2024-09-20 (2 invoices)
488,352,PAD_INVOICE,1011,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2024-09-20 (2 invoices)
489,358,PAD_INVOICE,994,,,EXACT,PAD_GFS_SUBSET_3,19,0,PAD 2024-09-27 (3 invoices)
490,363,PAD_INVOICE,994,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2024-09-27 (3 invoices)
491,366,PAD_INVOICE,994,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2024-09-27 (3 invoices)
492,369,PAD_INVOICE,972,,,EXACT,PAD_GFS_SUBSET_2,18,0,PAD 2024-10-04 (2 invoices)
493,375,PAD_INVOICE,972,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-10-04 (2 invoices)
494,382,PAD_INVOICE,950,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2024-10-11 (3 invoices)
495,383,PAD_INVOICE,950,,,EXACT,PAD_GFS_SUBSET_3,17,0,PAD 2024-10-11 (3 invoices)
496,393,PAD_INVOICE,950,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2024-10-11 (3 invoices)
497,398,PAD_INVOICE,931,,,EXACT,PAD_GFS_SUBSET_4,18,0,PAD 2024-10-18 (4 invoices)
498,399,PAD_INVOICE,931,,,EXACT,PAD_GFS_SUBSET_4,18,0,PAD 2024-10-18 (4 invoices)
499,402,PAD_INVOICE,931,,,EXACT,PAD_GFS_SUBSET_4,15,0,PAD 2024-10-18 (4 invoices)
500,403,PAD_INVOICE,931,,,EXACT,PAD_GFS_SUBSET_4,15,0,PAD 2024-10-18 (4 invoices)
501,412,PAD_INVOICE,900,,,EXACT,PAD_GFS_SUBSET_2,16,0,PAD 2024-10-25 (2 invoices)
502,418,PAD_INVOICE,900,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-10-25 (2 invoices)
503,420,PAD_INVOICE,877,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2024-11-01 (3 invoices)
504,423,PAD_INVOICE,877,,,EXACT,PAD_GFS_SUBSET_3,16,0,PAD 2024-11-01 (3 invoices)
505,429,PAD_INVOICE,877,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2024-11-01 (3 invoices)
506,459,PAD_INVOICE,831,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-11-15 (2 invoices)
507,460,PAD_INVOICE,831,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-11-15 (2 invoices)
508,465,PAD_INVOICE,810,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2024-11-22 (1 invoices)
509,471,PAD_INVOICE,797,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2024-11-29 (3 invoices)
510,472,PAD_INVOICE,797,,,EXACT,PAD_GFS_SUBSET_3,18,0,PAD 2024-11-29 (3 invoices)
511,479,PAD_INVOICE,797,,,EXACT,PAD_GFS_SUBSET_3,15,0,PAD 2024-11-29 (3 invoices)
512,484,PAD_INVOICE,759,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2024-12-06 (2 invoices)
513,485,PAD_INVOICE,759,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-12-06 (2 invoices)
514,497,PAD_INVOICE,738,,,HIGH,PAD_GFS_SUBSET_1,15,1,PAD 2024-12-13 (1 invoices)
515,517,PAD_INVOICE,711,,,HIGH,PAD_GFS_SUBSET_2,15,0,PAD 2024-12-20 (2 invoices)
516,518,PAD_INVOICE,711,,,HIGH,PAD_GFS_SUBSET_2,14,0,PAD 2024-12-20 (2 invoices)
517,521,PAD_INVOICE,705,,,EXACT,PAD_GFS_SUBSET_2,18,0,PAD 2024-12-27 (2 invoices)
518,529,PAD_INVOICE,705,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2024-12-27 (2 invoices)
519,540,PAD_INVOICE,692,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-01-03 (1 invoices)
520,546,PAD_INVOICE,640,,,EXACT,PAD_GFS_SUBSET_2,17,0,PAD 2025-01-17 (2 invoices)
521,548,PAD_INVOICE,640,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-01-17 (2 invoices)
522,562,PAD_INVOICE,626,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-01-24 (2 invoices)
523,563,PAD_INVOICE,626,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-01-24 (2 invoices)
524,572,PAD_INVOICE,598,,,EXACT,PAD_GFS_SUBSET_3,15,0,PAD 2025-01-31 (3 invoices)
525,573,PAD_INVOICE,598,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2025-01-31 (3 invoices)
526,574,PAD_INVOICE,598,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2025-01-31 (3 invoices)
527,584,PAD_INVOICE,585,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-02-07 (2 invoices)
528,585,PAD_INVOICE,585,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-02-07 (2 invoices)
529,595,PAD_INVOICE,552,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-02-14 (1 invoices)
530,605,PAD_INVOICE,543,,,HIGH,PAD_GFS_SUBSET_1,15,1,PAD 2025-02-21 (1 invoices)
531,625,PAD_INVOICE,497,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-03-07 (1 invoices)
532,636,PAD_INVOICE,481,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2025-03-14 (1 invoices)
533,654,PAD_INVOICE,424,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-03-28 (1 invoices)
534,668,PAD_INVOICE,412,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2025-04-04 (1 invoices)
535,672,PAD_INVOICE,392,,,EXACT,PAD_GFS_SUBSET_1,18,0,PAD 2025-04-11 (1 invoices)
536,701,PAD_INVOICE,341,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-05-30 (1 invoices)
537,704,PAD_INVOICE,323,,,EXACT,PAD_GFS_SUBSET_1,14,0,PAD 2025-06-13 (1 invoices)
538,144,PAD_INVOICE,1428,,,EXACT,PAD_CAPITAL_SUBSET_1,16,0,PAD 2023-12-27 (1 invoices)
539,176,PAD_INVOICE,1322,,,EXACT,PAD_CAPITAL_SUBSET_1,16,0,PAD 2024-02-07 (1 invoices)
540,239,PAD_INVOICE,1203,,,EXACT,PAD_CAPITAL_SUBSET_1,15,0,PAD 2024-03-20 (1 invoices)
541,258,PAD_INVOICE,1187,,,EXACT,PAD_CAPITAL_SUBSET_1,14,0,PAD 2024-03-27 (1 invoices)
542,278,PAD_INVOICE,1141,,,EXACT,PAD_CAPITAL_SUBSET_1,15,0,PAD 2024-04-17 (1 invoices)
543,312,PAD_INVOICE,1100,,,EXACT,PAD_CAPITAL_SUBSET_1,14,0,PAD 2024-05-22 (1 invoices)
544,339,PAD_INVOICE,1034,,,EXACT,PAD_CAPITAL_SUBSET_1,15,0,PAD 2024-09-11 (1 invoices)
545,392,PAD_INVOICE,936,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2024-10-16 (1 invoices)
546,424,PAD_INVOICE,882,,,EXACT,PAD_CAPITAL_SUBSET_1,14,0,PAD 2024-10-30 (1 invoices)
547,463,PAD_INVOICE,801,,,EXACT,PAD_CAPITAL_SUBSET_2,20,0,PAD 2024-11-27 (2 invoices)
548,475,PAD_INVOICE,801,,,EXACT,PAD_CAPITAL_SUBSET_2,14,0,PAD 2024-11-27 (2 invoices)
549,539,PAD_INVOICE,670,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2025-01-08 (1 invoices)
550,560,PAD_INVOICE,601,,,EXACT,PAD_CAPITAL_SUBSET_2,20,0,PAD 2025-01-29 (2 invoices)
551,561,PAD_INVOICE,601,,,EXACT,PAD_CAPITAL_SUBSET_2,20,0,PAD 2025-01-29 (2 invoices)
552,615,PAD_INVOICE,500,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2025-03-05 (1 invoices)
553,638,PAD_INVOICE,427,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2025-03-26 (1 invoices)
554,474,PAD_INVOICE,724,,,HIGH,PAD_PEPSI_MONTHLY_1,34,528,Pepsi PAD 2024-12-16 [Auto-approved: exact amount match]
555,622,PAD_INVOICE,457,,,EXACT,PAD_PEPSI_MONTHLY_1,25,0,Pepsi PAD 2025-03-17
556,661,PAD_INVOICE,383,,,EXACT,PAD_PEPSI_MONTHLY_1,29,0,Pepsi PAD 2025-04-16
557,334,CC_PAYMENT_TRANSFER,1067,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,0,0,Amazon via CC payment
558,346,CC_PAYMENT_TRANSFER,985,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,29,0,Amazon via CC payment to 8154
559,435,CC_PAYMENT_TRANSFER,865,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,13,0,Amazon via CC payment
560,502,CC_PAYMENT_TRANSFER,576,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,71,0,Amazon via CC payment
561,648,CC_PAYMENT_TRANSFER,459,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,6,0,Amazon via CC payment
562,649,CC_PAYMENT_TRANSFER,462,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,6,1,Amazon via CC payment (1 cent diff)
563,650,CC_PAYMENT_TRANSFER,461,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,6,0,Amazon via CC payment
564,651,CC_PAYMENT_TRANSFER,460,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,6,0,Amazon via CC payment
565,686,CC_PAYMENT_TRANSFER,371,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,9,0,Amazon via CC payment
566,99,CC_PAYMENT_TRANSFER,1564,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,2,0,Costco via CC payment
567,172,CC_PAYMENT_TRANSFER,1341,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,11,0,Costco via CC payment
568,240,BILL_PAYMENT,1253,,,HIGH,MANUAL_BILL_PAYMENT,1,3,Costco via BMO MC bill pay
569,482,CC_PAYMENT_TRANSFER,822,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,0,0,Costco via CC payment
570,4,E_TRANSFER_REIMBURSE,1618,,,HIGH,MANUAL_E_TRANSFER_REIMBURSE,126,0,Dwayne reimbursement for NS permit
571,317,BILL_PAYMENT,655,,,HIGH,MANUAL_BILL_PAYMENT,234,0,Insurance bill payment
572,49,CC_PAYMENT_TRANSFER,1583,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,41,0,Canadian Tire Gas via CC
573,50,CC_PAYMENT_TRANSFER,1583,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,41,0,Canadian Tire Gas via CC - DUPLICATE?
574,75,CC_PAYMENT_TRANSFER,1370,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,113,0,Superstore via CC
575,81,CC_PAYMENT_TRANSFER,1608,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,14,0,Superstore via CC
576,101,CC_PAYMENT_TRANSFER,1411,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,72,0,Harrison Hardware via CC
577,303,CC_PAYMENT_TRANSFER,1147,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,-8,0,Superstore via CC
578,310,CC_PAYMENT_TRANSFER,1117,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,0,0,Superstore via CC
579,153,BILL_PAYMENT,1230,,,HIGH,MANUAL_BILL_PAYMENT,67,0,AliExpress via Neo MC
580,155,BILL_PAYMENT,1232,,,HIGH,MANUAL_BILL_PAYMENT,67,0,AliExpress via Neo MC
581,156,BILL_PAYMENT,1231,,,HIGH,MANUAL_BILL_PAYMENT,67,0,AliExpress via Neo MC
582,277,E_TRANSFER_VENDOR,1182,,,HIGH,MANUAL_E_TRANSFER_VENDOR,-1,0,Markie B fan bus payment
583,321,CHEQUE,1090,,,HIGH,MANUAL_CHEQUE,0,0,Relay for Life donation
584,523,BILL_PAYMENT,772,,,HIGH,MANUAL_BILL_PAYMENT,-8,0,Circle K via BMO MC
585,537,BILL_PAYMENT,574,,,HIGH,MANUAL_BILL_PAYMENT,55,0,FloHockey via Triangle MC
586,12,CC_PAYMENT_TRANSFER,1557,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,117,0,Pharmasave via CC
587,57,CC_PAYMENT_TRANSFER,1584,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,36,0,Pharmasave via CC
588,84,CC_PAYMENT_TRANSFER,1601,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,11,0,Pharmasave via CC
589,246,CC_PAYMENT_TRANSFER,1116,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,60,0,Pharmasave via CC
590,449,BILL_PAYMENT,983,,,HIGH,MANUAL_BILL_PAYMENT,-27,0,Pharmasave via BMO MC
592,322,BILL_PAYMENT,1081,,,HIGH,MANUAL_BILL_PAYMENT,5,10,Sysco bill payment
593,336,BILL_PAYMENT,917,,,HIGH,MANUAL_BILL_PAYMENT,64,1,Temu via Neo MC
594,338,BILL_PAYMENT,913,,,HIGH,MANUAL_BILL_PAYMENT,59,0,Temu via BMO MC
595,364,BILL_PAYMENT,912,,,HIGH,MANUAL_BILL_PAYMENT,40,0,Temu via BMO MC
596,374,BILL_PAYMENT,911,,,HIGH,MANUAL_BILL_PAYMENT,32,0,Temu via BMO MC
597,433,BILL_PAYMENT,914,,,HIGH,MANUAL_BILL_PAYMENT,0,0,Temu via BMO MC
598,503,BILL_PAYMENT,573,,,HIGH,MANUAL_BILL_PAYMENT,71,0,Temu via BMO MC
599,504,BILL_PAYMENT,572,,,HIGH,MANUAL_BILL_PAYMENT,71,0,Temu via BMO MC
600,505,BILL_PAYMENT,571,,,HIGH,MANUAL_BILL_PAYMENT,71,0,Temu via BMO MC
601,22,CC_PAYMENT_TRANSFER,1538,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,84,0,Walmart via CC
602,272,CC_PAYMENT_TRANSFER,1236,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,-14,0,Walmart via CC
603,35,CC_PAYMENT_TRANSFER,1540,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,61,0,Wholesale Club via CC
604,39,CC_PAYMENT_TRANSFER,1577,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,50,0,Wholesale Club via CC
605,628,CC_PAYMENT_TRANSFER,516,,,HIGH,MANUAL_CC_PAYMENT_TRANSFER,3,0,Nayax via CC
606,514,SPLIT_PAYMENT,767,,,HIGH,MANUAL_SPLIT,0,0,"Two e-transfers to Lil' Em's $46 each (bank_txn 767, 768)"
607,64,E_TRANSFER_REIMBURSE,1423,,,HIGH,MANUAL_REIMBURSE,0,0,Dwayne reimbursement
608,154,BILL_PAYMENT,1233,,,MEDIUM,MANUAL_APPROX,0,90,AliExpress - reimbursed wrong amount (short by $0.90)
609,323,SPLIT_PAYMENT,,,,HIGH,USER_MANUAL,,0,June/May Rent $805 = 2x Thomas $402.50 on May 7
610,191,SHAREHOLDER_REIMBURSE,1382,,,HIGH,USER_MANUAL,17,0,Feb Rent $862.50 - Dwayne Jan 15 e-transfer (paid in advance)
612,455,SPLIT_PAYMENT,762,,,HIGH,USER_MANUAL,34,0,Nov 2024 Rent $880 - Thomas Dec 5 e-transfer (combined with Dec)
613,501,SPLIT_PAYMENT,762,,,HIGH,USER_MANUAL,4,0,Dec 2024 Rent $880 - Thomas Dec 5 e-transfer (combined with Nov)
615,723,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,"GFS damaged/pallet salvage - paid cash, no invoice"
616,724,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,"GFS damaged/pallet salvage - paid cash, no invoice"
617,725,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,"GFS damaged/pallet salvage - paid cash, no invoice"
618,726,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,"GFS damaged/pallet salvage - paid cash, no invoice"
619,166,INTERCOMPANY_PURCHASE,1323,,,EXACT,EMAIL_NOTE_INVOICE,24,0,Email note match invoice Jan 14 oil damaged reimbursement. gfs 9005546522 (ref C1AWgjhaHcje)
620,25,INTERCOMPANY_PURCHASE,1658,,,EXACT,EMAIL_NOTE_INVOICE,38,0,Email note match invoice GFS 9002908697 Aug 11 (ref C1AkVXdW3xAW)
621,126,SHAREHOLDER_REIMBURSE,1390,,,HIGH,OLD_DB_NOTE_INVOICE,0,0,Old DB note invoice 9005534423: Reimbursement for: GFS - Bill 9005534423
622,24,SHAREHOLDER_REIMBURSE,1659,,,HIGH,OLD_DB_NOTE_INVOICE,0,0,Old DB note invoice 9002912093: Reimbursement for: GFS - Bill 9002912093
623,7,SHAREHOLDER_REIMBURSE,1660,,,HIGH,OLD_DB_NOTE_INVOICE,0,0,Old DB note invoice 9002186430: Reimbursement for: GFS - Bill 9002186430
624,8,SHAREHOLDER_REIMBURSE,1661,,,HIGH,OLD_DB_NOTE_INVOICE,0,0,Old DB note invoice 9002189920: Reimbursement for: GFS - Bill 9002189920
625,5,SHAREHOLDER_REIMBURSE,1662,,,HIGH,OLD_DB_NOTE_INVOICE,0,0,Old DB note invoice 9002081541: Reimbursement for: GFS - Bill 9002081541
626,750,SHAREHOLDER_REIMBURSE,1503,,,HIGH,MANUAL_INVOICE_PDF,0,0,Invoice 1994069 inserted from PDF; missed in HST filings for FY2024
627,729,VENDOR_ETRANSFER,299,,,EXACT,MANUAL_INVOICE,0,0,Marketing: logo on ice sponsorship
628,730,VENDOR_ETRANSFER,300,,,EXACT,MANUAL_INVOICE,0,0,Marketing: golf tournament sponsorship
629,11,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,Paid via Dwayne personal CIBC (VISA debit); cash reimbursed off-bank.
630,42,SHAREHOLDER_REIMBURSE,1641,,,HIGH,USER_MANUAL,20,0,Paid via Dwayne personal CIBC VISA debit 2023-09-15 (CAPITAL FOOD SE 325808175743); reimbursed via e-transfer 2023-09-27.
631,72,CASH_PAID,,,,HIGH,USER_MANUAL,0,0,"Statement invoice 2523999 = $1,064.63; +3% card fee. Paid via Dwayne personal card (Visa debit noted in chequing). Reimbursed to Dwayne in cash off-books (no bank txn)."
632,86,CC_PURCHASE,,1505,,HIGH,USER_MANUAL,19,0,"Statement invoice 2526446 = $1,010.54; +3% card fee. Charged to CIBC Visa 0318 on 2023-10-31; linked to Visa payment 2023-11-01."
633,131,CC_PURCHASE,,1458,,HIGH,USER_MANUAL,-6,0,Statement invoice 2530298 = $929.00; +3% card fee. Charged to CIBC Visa 0318 on 2023-11-14; linked to Visa payment 2023-11-27.
635,674,SPLIT_PAYMENT,,387,,HIGH,MANUAL_SPLIT,42,0,Bell catch-up payment $408.58 covers Mar/Apr + late fees; Feb paid via direct bank bill payment (carry-forward credit applied to post-FY bills) FY-end Bell prepayment credit $663.40 carried forward to post-FY bills (Jun-Nov 2025).
636,691,SPLIT_PAYMENT,,387,,HIGH,MANUAL_SPLIT,12,0,Bell catch-up payment $408.58 covers Mar/Apr + late fees; Feb paid via direct bank bill payment (carry-forward credit applied to post-FY bills) FY-end Bell prepayment credit $663.40 carried forward to post-FY bills (Jun-Nov 2025).
637,695,SPLIT_PAYMENT,,387,,HIGH,MANUAL_SPLIT,12,0,Bell catch-up payment $408.58 covers Mar/Apr + late fees; Feb paid via direct bank bill payment (carry-forward credit applied to post-FY bills) FY-end Bell prepayment credit $663.40 carried forward to post-FY bills (Jun-Nov 2025).
639,705,CC_PURCHASE,,348,,HIGH,BELL_AUTOPAY,12,0,Bell monthly autopay (Canteen account) FY-end Bell prepayment credit $663.40 carried forward to post-FY bills (Jun-Nov 2025).
640,627,BANK_DEBIT,569,,,HIGH,MANUAL_BILL_PAYMENT,-17,0,Direct bank bill payment (Canteen) - manual match FY-end Bell prepayment credit $663.40 carried forward to post-FY bills (Jun-Nov 2025).
641,365,SPLIT_PAYMENT,,,,HIGH,MANUAL_CC_SPLIT,1,0,Split across CC txns 3495/3496/3497 (DOLLARAMA # 209) on 2024-09-13: $100.00 + $100.00 + $121.65 (CIBC Mastercard 8154).
642,547,BANK_DEBIT,490,,,HIGH,MANUAL_RENT_DEBIT,68,0,Town of Amherst rent - matched to debit card payment bank_txn 490.
643,679,BANK_DEBIT,463,,,HIGH,MANUAL_RENT_DEBIT,-15,0,Town of Amherst rent - matched to debit card payment bank_txn 463.
644,610,PAD_INVOICE,588,,,HIGH,MANUAL_PAD_MATCH,-7,0,Manual PAD match to Capital Foods bank_txn 588.
645,599,PAD_INVOICE,400,,,HIGH,MANUAL_PAD_MATCH,65,0,Manual PAD match to Capital Foods bank_txn 400.
646,220,PAD_INVOICE,1242,,,EXACT,PAD_GFS_EFT_FILE_4,18,0,EFT Notification_10.XLS (4 invoices)
647,216,PAD_INVOICE,1242,,,EXACT,PAD_GFS_EFT_FILE_4,19,0,EFT Notification_10.XLS (4 invoices)
648,222,PAD_INVOICE,1242,,,EXACT,PAD_GFS_EFT_FILE_4,15,0,EFT Notification_10.XLS (4 invoices)
649,224,PAD_INVOICE,1242,,,EXACT,PAD_GFS_EFT_FILE_4,14,0,EFT Notification_10.XLS (4 invoices)
650,182,PAD_INVOICE,1320,,,EXACT,PAD_GFS_EFT_FILE_3,15,0,EFT Notification_14.XLS (3 invoices)
651,274,PAD_INVOICE,1154,,,EXACT,PAD_GFS_EFT_FILE_2,15,0,EFT Notification_5.XLS (2 invoices)
652,266,PAD_INVOICE,1171,,,EXACT,PAD_GFS_EFT_FILE_3,16,0,EFT Notification_7.XLS (3 invoices)
656,2,CASH_PAID,,,,,USER_MANUAL,,0,Paid in cash off-bank (Mondoux).
657,18,SPLIT_PAYMENT,1683,,,,USER_MANUAL,0,0,"CIBC monthly fees aggregated from bank_txn_ids: 1688, 1683, 1684, 1685"
