id,invoice_date,vendor_raw,vendor_normalized,vendor_category,total_cents,tax_cents,net_cents,invoice_number,source_row
574,2025-01-17,GFS - Bill 9018356757,gfs bill 9018356757,GFS,14211,551,13660,9018356757,575
575,2025-01-17,Costco - Bill ,costco bill,COSTCO,56601,0,56601,,576
576,2025-01-17,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,11811,0,11811,,577
577,2025-01-17,Costco - Bill ,costco bill,COSTCO,12189,0,12189,,578
578,2025-01-18,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,29352,38,29314,,579
579,2025-01-18,Canadian Tire - Bill ,canadian tire bill,OTHER,7691,419,7272,,580
580,2025-01-18,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,4218,164,4054,,581
581,2025-01-18,Dollarama - Bill ,dollarama bill,DOLLARAMA,7970,720,7250,,582
582,2025-01-18,Walmart - Bill ,walmart bill,WALMART,2800,0,2800,,583
583,2025-01-21,Circle K - Bill ,circle k bill,OTHER,6959,908,6051,,584
584,2025-01-24,GFS - Bill 9018587030,gfs bill 9018587030,GFS,69568,0,69568,9018587030,585
585,2025-01-24,GFS - Bill 9018628162,gfs bill 9018628162,GFS,23704,0,23704,9018628162,586
586,2025-01-24,Amazon - Bill ,amazon bill,AMAZON,3679,480,3199,,587
587,2025-01-24,Christmas Discounters - Bill ,christmas discounters bill,OTHER,22883,0,22883,,588
588,2025-01-24,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,14615,0,14615,,589
590,2025-01-25,Sobeys - Bill ,sobeys bill,OTHER,9090,0,9090,,591
591,2025-01-25,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,1640,0,1640,,592
592,2025-01-26,Walmart - Bill ,walmart bill,WALMART,18503,0,18503,,593
593,2025-01-28,Shell Gas - Bill ,shell gas bill,OTHER,8550,1115,7435,,594
594,2025-01-28,Walmart - Bill ,walmart bill,WALMART,2101,0,2101,,595
595,2025-01-31,GFS - Bill 9018826421,gfs bill 9018826421,GFS,132273,826,131447,9018826421,596
596,2025-02-01,Amazon - Bill ,amazon bill,AMAZON,7222,908,6314,,597
597,2025-02-01,Town of Amherst - Bill ,town of amherst bill,RENT,88000,11478,76522,,598
598,2025-02-02,Canadian Tire - Bill ,canadian tire bill,OTHER,3902,509,3393,,599
599,2025-02-03,Capital Foods - Bill 2612382,capital foods bill 2612382,CAPITAL,147206,11035,136171,2612382,600
600,2025-02-05,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,1169,0,1169,,601
601,2025-02-05,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,11904,0,11904,,602
602,2025-02-05,Shell Gas - Bill ,shell gas bill,OTHER,7942,1036,6906,,603
603,2025-02-05,Costco - Bill ,costco bill,COSTCO,231434,2706,228728,,604
604,2025-02-06,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,60167,0,60167,,605
605,2025-02-06,GFS - Bill 9019024514,gfs bill 9019024514,GFS,24548,2006,22542,9019024514,606
606,2025-02-08,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,32965,0,32965,,607
607,2025-02-08,Giant Tiger - Bill ,giant tiger bill,OTHER,15541,0,15541,,608
608,2025-02-08,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,2625,0,2625,,609
609,2025-02-11,Esso - Bill ,esso bill,OTHER,3000,391,2609,,610
610,2025-02-12,Capital Foods - Bill 2603246,capital foods bill 2603246,CAPITAL,100396,3704,96692,2603246,611
611,2025-02-12,Esso - Bill ,esso bill,OTHER,14652,1785,12867,,612
612,2025-02-12,Esso - Bill ,esso bill,OTHER,7365,961,6404,,613
613,2025-02-12,Costco - Bill ,costco bill,COSTCO,439125,6748,432377,,614
614,2025-02-12,Atlantic Superstore - Bill,atlantic superstore bill,OTHER,103368,330,103038,,615
615,2025-02-13,Capital Foods - Bill 2607146,capital foods bill 2607146,CAPITAL,125074,10271,114803,2607146,616
617,2025-02-13,Shopify - Bill ,shopify bill,OTHER,5070,661,4409,,618
618,2025-02-13,Go-Mart - Bill ,go mart bill,OTHER,5997,0,5997,,619
619,2025-02-14,GFS - Bill 9019304169,gfs bill 9019304169,GFS,20957,1605,19352,9019304169,620
620,2025-02-14,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,19324,480,18844,,621
621,2025-02-15,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,12986,0,12986,,622
622,2025-02-20,Pepsico - Bill ,pepsico bill,PEPSI,65007,7542,57465,,623
623,2025-02-20,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,4927,62,4865,,624
624,2025-02-21,Circle K - Bill ,circle k bill,OTHER,6300,822,5478,,625
625,2025-02-21,GFS - Bill ,gfs bill,GFS,88723,609,88114,,626
626,2025-02-22,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,28200,3075,25125,,627
627,2025-02-28,Bell - Bill,bell bill,BELL,13268,1730,11538,,628
628,2025-02-24,Nayax - Bill ,nayax bill,OTHER,63228,7485,55743,,629
629,2025-02-25,Costco - Bill ,costco bill,COSTCO,195820,14972,180848,,630
630,2025-02-25,UPS - Bill ,ups bill,OTHER,2500,0,2500,,631
631,2025-02-25,Circle K - Bill ,circle k bill,OTHER,13089,1707,11382,,632
632,2025-02-26,Walmart - Bill ,walmart bill,WALMART,2197,622,1575,,633
633,2025-02-26,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,1561,24,1537,,634
634,2025-02-26,Walmart - Bill ,walmart bill,WALMART,4766,0,4766,,635
635,2025-02-27,Curly's Sports and Supplements - Bill ,curly s sports and supplements bill,OTHER,109518,14285,95233,,636
636,2025-02-27,GFS - Bill ,gfs bill,GFS,64576,278,64298,,637
637,2025-02-28,Canadian Tire - Bill ,canadian tire bill,OTHER,27224,3551,23673,,638
638,2025-03-06,Capital Foods - Bill 2610187,capital foods bill 2610187,CAPITAL,111097,8479,102618,2610187,639
639,2025-03-06,GFS - Bill 9019984354,gfs bill 9019984354,GFS,97193,0,97193,9019984354,640
640,2025-03-07,Circle K - Bill ,circle k bill,OTHER,5034,657,4377,,641
641,2025-03-07,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,4495,0,4495,,642
642,2025-03-08,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,30531,2677,27854,,643
643,2025-03-08,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,6617,259,6358,,644
644,2025-03-08,Christmas Discounters - Bill ,christmas discounters bill,OTHER,2760,360,2400,,645
645,2025-03-08,Value Village - Bill ,value village bill,OTHER,2180,284,1896,,646
646,2025-03-09,Shell Gas - Bill ,shell gas bill,OTHER,12967,1691,11276,,647
647,2025-03-09,Costco - Bill ,costco bill,COSTCO,186991,10904,176087,,648
648,2025-03-11,Amazon - Bill ,amazon bill,AMAZON,5862,34,5828,,649
649,2025-03-11,Amazon - Bill ,amazon bill,AMAZON,19546,2516,17030,,650
650,2025-03-11,Amazon - Bill ,amazon bill,AMAZON,1954,255,1699,,651
651,2025-03-11,Amazon - Bill ,amazon bill,AMAZON,3792,495,3297,,652
652,2025-03-14,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,7145,189,6956,,653
653,2025-03-14,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,8008,0,8008,,654
654,2025-03-14,GFS - Bill 9020315231,gfs bill 9020315231,GFS,94764,609,94155,9020315231,655
655,2025-03-15,Shopify - Bill ,shopify bill,OTHER,5108,666,4442,,656
656,2025-03-15,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,11086,1258,9828,,657
657,2025-03-17,Canadian Tire - Bill ,canadian tire bill,OTHER,12068,1574,10494,,658
658,2025-03-18,Canadian Tire - Bill ,canadian tire bill,OTHER,2068,270,1798,,659
659,2025-03-18,C.E. Harrison Home Hardware - Bill ,c e harrison home hardware bill,OTHER,1264,165,1099,,660
660,2025-03-18,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,139393,15707,123686,,661
661,2025-03-18,Pepsico - Bill ,pepsico bill,PEPSI,111996,12390,99606,,662
662,2025-03-19,Petro Can - Bill ,petro can bill,OTHER,20446,2667,17779,,663
663,2025-03-19,Canadian Tire - Bill ,canadian tire bill,OTHER,3449,450,2999,,664
664,2025-03-19,Costco - Bill ,costco bill,COSTCO,253183,17951,235232,,665
665,2025-03-20,Sobeys - Bill ,sobeys bill,OTHER,11658,1117,10541,,666
666,2025-03-20,Dollarama - Bill ,dollarama bill,DOLLARAMA,68218,8898,59320,,667
667,2025-03-20,Dollarama - Bill ,dollarama bill,DOLLARAMA,16628,1778,14850,,668
668,2025-03-20,GFS - Bill 9020484316,gfs bill 9020484316,GFS,97762,3511,94251,9020484316,669
669,2025-03-21,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,8180,172,8008,,670
670,2025-03-21,Walmart - Bill ,walmart bill,WALMART,9719,1229,8490,,671
671,2025-03-21,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,892,0,892,,672
672,2025-03-24,GFS - Bill 9020622999,gfs bill 9020622999,GFS,87094,0,87094,9020622999,673
673,2025-03-24,Atlantic Superstore - Bill ,atlantic superstore bill,OTHER,9302,877,8425,,674
674,2025-03-31,Bell - Bill,bell bill,BELL,13268,1730,11538,,675
675,2025-03-24,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,5952,0,5952,,676
676,2025-03-31,CIBC - Bill Q1 Account Fees,cibc bill q1 account fees,BANK_FEE,19500,0,19500,,677
677,2025-04-01,Irving - Bill ,irving bill,OTHER,5190,551,4639,,678
678,2025-04-01,CIBC - Bill ,cibc bill,BANK_FEE,600,0,600,,679
679,2025-04-01,Town of Amherst - Bill March Rent,town of amherst bill march rent,RENT,88000,11478,76522,,680
680,2025-04-01,Town of Amherst - Bill April Rent,town of amherst bill april rent,RENT,41635,5113,36522,,681
681,2025-04-03,Canadian Tire - Bill ,canadian tire bill,OTHER,7226,887,6339,,682
682,2025-04-08,Irving - Bill ,irving bill,OTHER,11351,1394,9957,,683
683,2025-04-08,Gov't of Nova Scotia - Bill ,gov t of nova scotia bill,GOV_NS,6855,0,6855,,684
684,2025-04-11,Irving - Bill ,irving bill,OTHER,10499,1289,9210,,685
685,2025-04-14,Shopify - Bill ,shopify bill,OTHER,4902,602,4300,,686
686,2025-04-15,Amazon - Bill ,amazon bill,AMAZON,12194,1498,10696,,687
687,2025-04-16,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,1945,239,1706,,688
688,2025-04-21,Shell Gas - Bill ,shell gas bill,OTHER,11834,1453,10381,,689
689,2025-04-22,Canadian Tire - Bill ,canadian tire bill,OTHER,33391,4101,29290,,690
690,2025-04-22,Walmart - Bill ,walmart bill,WALMART,2783,342,2441,,691
691,2025-04-30,Bell - Bill,bell bill,BELL,13153,1615,11538,,692
692,2025-04-24,Amazon - Bill ,amazon bill,AMAZON,4559,560,3999,,693
693,2025-04-30,Nayax - Bill ,nayax bill,OTHER,1704,209,1495,,694
694,2025-04-30,CIBC - Bill ,cibc bill,BANK_FEE,6500,0,6500,,695
695,2025-04-30,Bell - Late Fee,bell late fee,BELL,386,0,386,,696
696,2025-05-01,Town of Amherst - Bill ,town of amherst bill,RENT,41635,5113,36522,,697
697,2025-05-01,CIBC - Bill ,cibc bill,BANK_FEE,400,0,400,,698
698,2025-05-05,CIBC - Deluxe Cheque Order,cibc deluxe cheque order,BANK_FEE,16478,2024,14454,CIBC-CHEQUE-ORDER-20250505,699
699,2025-05-14,Pharmasave - Bill ,pharmasave bill,PHARMASAVE,4574,81,4493,,700
700,2025-05-14,Shopify - Bill ,shopify bill,OTHER,4912,604,4308,,701
701,2025-05-16,GFS - Bill 9022611886,gfs bill 9022611886,GFS,22714,0,22714,9022611886,702
702,2025-05-19,Shell Gas - Bill ,shell gas bill,OTHER,10250,1259,8991,,703
703,2025-05-22,CIBC - Bill ,cibc bill,BANK_FEE,500,0,500,,704
704,2025-05-30,GFS - Bill 9023101066,gfs bill 9023101066,GFS,16357,0,16357,9023101066,705
705,2025-05-31,Bell - Bill,bell bill,BELL,13153,1615,11538,,706
706,2025-05-31,Nayax - Bill ,nayax bill,OTHER,1704,209,1495,,707
707,2023-12-18,GFS Credit Memo 9005357713,gfs credit memo 9005357713,GFS,-68034,0,-68034,9005357713-CR,
708,2024-12-11,Capital Foods - Credit Memo 2597723,capital foods credit memo 2597723,CAPITAL,-4812,0,-4812,2597723,
709,2023-09-30,CIBC - Bill September Fees,cibc bill september fees,BANK_FEE,7925,0,7925,CIBC-FEES-2023-09,
710,2023-12-06,Fuel - Triangle,fuel triangle,OTHER,12072,0,12072,FUEL-TRIANGLE-20231206,
711,2023-12-28,Fuel - Triangle,fuel triangle,OTHER,12072,0,12072,FUEL-TRIANGLE-20231228,
712,2024-03-06,Costco - Receipt,costco receipt,COSTCO,15072,0,15072,COSTCO-RECEIPT-20240306,
713,2024-11-11,Pharmasave - Bill,pharmasave bill,PHARMASAVE,3144,0,3144,PHARMASAVE-RECEIPT-20241111,
714,2024-11-12,Fuel - Receipt,fuel receipt,OTHER,3011,0,3011,FUEL-RECEIPT-20241112,
715,2025-02-27,Fuel - Receipt,fuel receipt,OTHER,5997,0,5997,FUEL-RECEIPT-20250227,
716,2023-06-30,CIBC - Bill June Fees,cibc bill june fees,BANK_FEE,947,0,947,CIBC-FEES-2023-06,
717,2023-08-14,Walmart - Bill,walmart bill,WALMART,3447,0,3447,STUB-WALMART-COGS-20230814,
718,2023-08-14,Dollarama - Bill,dollarama bill,DOLLARAMA,5014,0,5014,STUB-DOLLARAMA-COGS-20230814,
719,2023-10-11,GFS - Bill,gfs bill,GFS,40000,0,40000,STUB-GFS-CASH-COGS-20231011,
720,2024-10-22,GFS Cash - Cheese Curds (COGS) #1,gfs cash cheese curds cogs 1,GFS,50000,0,50000,STUB-GFS-CASH-COGS-20241022-1,
721,2024-10-22,GFS Cash - Cheese Curds (COGS) #2,gfs cash cheese curds cogs 2,GFS,50000,0,50000,STUB-GFS-CASH-COGS-20241022-2,
722,2023-09-05,Walmart - Bill,walmart bill,WALMART,7627,0,7627,STUB-WALMART-REIMBURSE-20230905,
723,2025-12-10,GFS Cash - Cheese Curds,gfs cash cheese curds,GFS,28000,0,28000,STUB-GFS-CASH-001,
724,2025-01-15,GFS Cash - Cheese Curds,gfs cash cheese curds,GFS,20000,0,20000,STUB-GFS-CASH-002,
725,2025-03-15,GFS Cash - Chicken,gfs cash chicken,GFS,24000,0,24000,STUB-GFS-CASH-003,
726,2025-02-15,GFS Cash - Cheese Curds,gfs cash cheese curds,GFS,13000,0,13000,STUB-GFS-CASH-004,
727,2024-04-23,Facebook Marketplace - Merchandising,facebook marketplace merchandising,OTHER,3000,0,3000,FB-MERCH-001,
728,2024-12-16,U9 Dev Hockey - Donation,u9 dev hockey donation,OTHER,20000,0,20000,U9-DONATION-001,
729,2025-06-25,Amherst Ramblers - Logo on Ice Sponsorship,amherst ramblers logo on ice sponsorship,OTHER,125000,0,125000,RAMBLERS-LOGO-ICE-20250625,
730,2025-06-25,Amherst Ramblers - Golf Tournament Sponsorship,amherst ramblers golf tournament sponsorship,OTHER,15000,0,15000,RAMBLERS-GOLF-20250625,
731,2025-02-03,CIBC - Bill GPFS Service Charge,cibc bill gpfs service charge,BANK_FEE,200,0,200,CIBC-GPFS-SVC-20250203,
732,2024-10-23,GFS Credit Memo 2001780129,gfs credit memo 2001780129,GFS,-11984,0,-11984,2001780129,
733,2025-02-13,GFS - Bill 9019250185,gfs bill 9019250185,GFS,191538,0,191538,9019250185,
734,2024-11-25,Underground Graffix - Stickers,underground graffix stickers,OTHER,2069,0,2069,STICKERS-001,
735,2024-12-13,Capital Foods - Bill 2598264,capital foods bill 2598264,CAPITAL,82006,9441,72565,2598264,
736,2023-06-30,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,22,0,22,DEPOSIT-FEE-001,
737,2023-09-29,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,1125,0,1125,DEPOSIT-FEE-002,
738,2024-03-28,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,58,0,58,DEPOSIT-FEE-003,
739,2024-10-31,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,2513,0,2513,DEPOSIT-FEE-004,
740,2025-01-31,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,886,0,886,DEPOSIT-FEE-005,
741,2025-02-28,CIBC - Cash Deposit Fee,cibc cash deposit fee,BANK_FEE,18,0,18,DEPOSIT-FEE-006,
742,2024-10-24,Capital Foods - Bill 2590104,capital foods bill 2590104,CAPITAL,93534,6251,87283,2590104,
743,2024-12-20,Bowling Alley - Christmas Party,bowling alley christmas party,OTHER,23000,3000,20000,XMAS-PARTY-2024,
744,2024-01-22,BFL Insurance - Bill 2024,bfl insurance bill 2024,INSURANCE,185100,0,185100,BFL-2024,
745,2023-12-12,Hockey Sponsorship - Tim Rich,hockey sponsorship tim rich,OTHER,20000,0,20000,HOCKEY-DONATION-2023,
746,2023-10-23,Walmart - Duplicate Reimbursement,walmart duplicate reimbursement,WALMART,10410,0,10410,WALMART-DUP-001,
747,2023-10-23,Dollarama - Duplicate Reimbursement,dollarama duplicate reimbursement,DOLLARAMA,53875,0,53875,DOLLARAMA-DUP-001,
748,2023-10-28,Dollarama - Bill,dollarama bill,DOLLARAMA,8880,0,8880,DOLLARAMA-1028,
749,2023-11-06,Jeff Bembridge - Sauces,jeff bembridge sauces,OTHER,2000,0,2000,BEMBRIDGE-SAUCES-001,
750,2023-11-16,Curly's Sports and Supplements - Bill 1994069,curly s sports and supplements bill 1994069,OTHER,117102,15274,101828,1994069,
751,2023-11-16,Curly's Sports and Supplements - Order 1996469,curly s sports and supplements order 1996469,OTHER,143722,0,143722,1996469,
752,2023-11-17,Dollarama - Bill,dollarama bill,DOLLARAMA,11687,0,11687,DOLLARAMA-1117,
753,2024-01-04,The Keg - Staff Party,the keg staff party,OTHER,21390,0,21390,KEG-STAFF-PARTY,
754,2024-02-22,John Manley - Plastic Forks,john manley plastic forks,OTHER,2069,0,2069,MANLEY-FORKS,
755,2024-02-26,Capital Foods - Bill 2548372,capital foods bill 2548372,CAPITAL,89436,4624,84812,2548372,
756,2024-10-16,Bridge Workshops - Rags,bridge workshops rags,OTHER,4000,0,4000,BRIDGE-RAGS-001,
757,2024-10-29,Bridge Workshops - Rags,bridge workshops rags,OTHER,2000,0,2000,BRIDGE-RAGS-002,
758,2024-08-08,The Elm Tree - Straws,the elm tree straws,OTHER,1856,0,1856,ELMTREE-STRAWS,
759,2024-02-29,Pepsico - Bill (AUTO PAD BT1211),pepsico bill auto pad bt1211,PEPSI,158167,,158167,PEPSI-PAD-BT1211,
760,2024-03-31,Pepsico - Bill (AUTO PAD BT1143),pepsico bill auto pad bt1143,PEPSI,123185,,123185,PEPSI-PAD-BT1143,
761,2024-04-30,Pepsico - Bill (AUTO PAD BT1106),pepsico bill auto pad bt1106,PEPSI,58390,,58390,PEPSI-PAD-BT1106,
762,2024-09-30,Pepsico - Bill (AUTO PAD BT935),pepsico bill auto pad bt935,PEPSI,77558,,77558,PEPSI-PAD-BT935,
763,2024-10-31,Pepsico - Bill (AUTO PAD BT816),pepsico bill auto pad bt816,PEPSI,208215,,208215,PEPSI-PAD-BT816,
764,2024-12-31,Pepsico - Bill (AUTO PAD BT643),pepsico bill auto pad bt643,PEPSI,56013,,56013,PEPSI-PAD-BT643,
765,2025-01-31,Pepsico - Bill (AUTO PAD BT551),pepsico bill auto pad bt551,PEPSI,156771,,156771,PEPSI-PAD-BT551,
766,2025-09-30,Pepsico - Bill (AUTO PAD BT166),pepsico bill auto pad bt166,PEPSI,161714,,161714,PEPSI-PAD-BT166,
767,2025-10-31,Pepsico - Bill (AUTO PAD BT51),pepsico bill auto pad bt51,PEPSI,283677,,283677,PEPSI-PAD-BT51,
768,2023-10-12,GFS Damaged - Oil/Chicken/Cheese Curds (COGS),gfs damaged oil chicken cheese curds cogs,GFS,86250,0,86250,STUB-GFS-DAMAGED-20231012,
769,2024-01-29,Facebook Marketplace - Hot Water Heater,facebook marketplace hot water heater,OTHER,4000,0,4000,FB-HOTWATER-HEATER-20240129,
